Property_ID,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2
539,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
540,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
541,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
542,RL,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm
543,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm
544,RH,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
545,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
546,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
547,RL,Pave,No_Feature,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm
548,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
549,RM,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn
550,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
551,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm
552,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
553,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
554,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm
555,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
556,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
557,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
558,C (all),Pave,No_Feature,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm
559,RL,Pave,No_Feature,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm
560,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
561,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
562,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm
563,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
564,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
565,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
566,RL,Pave,No_Feature,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm
567,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
568,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
569,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm
570,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
571,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
572,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
573,RL,Pave,No_Feature,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm
574,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
575,RL,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm
576,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
577,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
578,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
579,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
580,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
581,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm
582,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
583,RL,Grvl,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
584,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA
585,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
586,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
587,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
588,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
589,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm
590,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr
591,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
592,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
593,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
594,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
595,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
596,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
597,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
598,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
599,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm
600,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm
601,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
602,RM,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
603,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
604,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
605,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
606,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
607,RL,Pave,No_Feature,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm
608,RL,Pave,No_Feature,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm
609,RL,Pave,No_Feature,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
610,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
611,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm
612,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm
613,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
614,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm
615,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
616,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
617,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
618,RL,Pave,No_Feature,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm
619,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
620,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
621,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
622,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
623,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
624,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
625,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
626,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
627,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
628,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
629,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm
630,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
631,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm
632,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
633,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
634,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
635,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
636,RH,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm
637,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
638,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
639,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm
640,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
641,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
642,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
643,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
644,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm
645,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
646,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
647,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
648,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
649,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
650,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
651,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
652,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
653,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
654,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
655,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
656,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
657,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
658,RL,Pave,No_Feature,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
659,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
660,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
661,RL,Pave,No_Feature,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm
662,RL,Pave,No_Feature,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
663,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
664,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
665,RL,Pave,No_Feature,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm
666,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
667,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
668,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
669,RL,Pave,No_Feature,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm
670,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
671,RL,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm
672,RH,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
673,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm
674,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
675,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
676,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm
677,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
678,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
679,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
680,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
681,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
682,RH,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
683,RL,Pave,No_Feature,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm
684,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
685,RL,Pave,No_Feature,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
686,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm
687,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
688,FV,Pave,No_Feature,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
689,RL,Pave,No_Feature,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm
690,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
691,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
692,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
693,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm
694,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm
695,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm
696,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
697,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
698,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
699,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm
700,FV,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
701,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
702,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
703,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
704,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm
705,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
706,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
707,RL,Pave,No_Feature,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm
708,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
709,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
710,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
711,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
712,C (all),Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm
713,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm
714,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
715,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm
716,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
717,RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm
718,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
719,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
720,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
721,RL,Pave,No_Feature,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm
722,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
723,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
724,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
725,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
726,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
727,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm
728,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
729,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
730,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
731,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
732,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
733,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
734,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm
735,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm
736,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
737,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
738,RL,Pave,No_Feature,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm
739,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
740,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
741,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
742,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
743,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
744,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
745,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm
746,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
747,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
748,RM,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
749,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
750,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
751,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
752,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm
753,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
754,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
755,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
756,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
757,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
758,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm
759,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
760,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
761,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
762,RM,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm
763,FV,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
764,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
765,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm
766,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
767,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
768,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
769,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
770,RL,Pave,No_Feature,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm
771,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm
772,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
773,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
774,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
775,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
776,RM,Pave,No_Feature,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm
777,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
778,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
779,RH,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm
780,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
781,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
782,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
783,RL,Pave,No_Feature,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
784,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm
785,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
786,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm
787,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
788,RL,Pave,No_Feature,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
789,RM,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
790,RL,Pave,No_Feature,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm
791,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
792,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm
793,RL,Pave,No_Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
794,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
795,RL,Pave,No_Feature,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
796,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
797,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
798,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
799,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
800,RL,Pave,No_Feature,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm
801,RL,Pave,No_Feature,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm
802,RM,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
803,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
804,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
805,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
806,RL,Pave,No_Feature,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
807,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
808,RL,Pave,No_Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
