Property_ID,TotalBsmtSF,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2
840,768,352,0,416,0,0,TA,TA,No,BLQ,Unf
841,672,156,0,516,0,0,TA,TA,No,BLQ,Unf
842,650,0,0,650,0,0,TA,TA,No,Unf,Unf
843,1127,312,539,276,1,0,TA,TA,Gd,Rec,ALQ
844,1800,0,0,1800,0,0,TA,TA,No,Unf,Unf
845,876,0,0,876,0,0,TA,TA,Mn,Unf,Unf
846,1390,1390,0,0,1,0,Gd,TA,Gd,ALQ,Unf
847,740,513,0,227,1,0,Gd,TA,No,ALQ,Unf
848,864,460,0,404,1,0,TA,TA,Av,BLQ,Unf
849,907,0,0,907,0,0,TA,TA,No,Unf,Unf
850,528,0,0,528,0,0,TA,TA,No,Unf,Unf
851,848,659,0,189,1,0,Gd,TA,Av,GLQ,Unf
852,1273,0,0,1273,0,0,Gd,TA,Gd,Unf,Unf
853,918,364,0,554,0,0,TA,TA,No,Rec,Unf
854,1127,564,0,563,0,0,TA,TA,Gd,Rec,Unf
855,1763,306,1085,372,1,0,TA,TA,Mn,ALQ,Rec
856,1040,659,0,381,1,0,TA,TA,No,ALQ,Unf
857,940,505,435,0,1,0,Gd,Gd,Gd,GLQ,LwQ
858,702,0,0,702,0,0,Gd,TA,No,Unf,Unf
859,1090,0,0,1090,0,0,Gd,TA,No,Unf,Unf
860,1054,619,0,435,1,0,TA,TA,Mn,BLQ,Unf
861,912,0,0,912,0,0,TA,TA,No,Unf,Unf
862,1039,841,0,198,1,0,TA,TA,Mn,BLQ,Unf
863,1040,338,0,702,0,0,Gd,TA,No,GLQ,Unf
864,1148,1148,0,0,1,0,TA,TA,No,BLQ,Unf
865,1372,0,0,1372,0,0,Ex,TA,No,Unf,Unf
866,1002,828,0,174,1,0,TA,TA,No,BLQ,Unf
867,1638,0,0,1638,0,0,Gd,TA,Av,Unf,Unf
868,1040,932,0,108,1,0,TA,TA,No,ALQ,Unf
869,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
870,1050,750,0,300,1,0,Gd,TA,No,GLQ,Unf
871,894,0,0,894,0,0,TA,TA,No,Unf,Unf
872,804,505,0,299,0,0,Gd,TA,No,GLQ,Unf
873,105,0,0,105,0,0,TA,TA,Av,Unf,Unf
874,832,375,0,457,0,0,TA,TA,No,Rec,Unf
875,676,0,0,676,0,0,TA,TA,No,Unf,Unf
876,1184,64,0,1120,0,0,Gd,TA,Av,GLQ,Unf
877,1064,633,0,431,1,0,TA,TA,Gd,ALQ,Unf
878,1462,1170,0,292,1,0,Ex,TA,No,GLQ,Unf
879,1109,899,0,210,1,0,TA,TA,Av,ALQ,Unf
880,864,646,0,218,1,0,TA,TA,No,ALQ,Unf
881,1090,980,0,110,1,0,Ex,Gd,No,ALQ,Unf
882,1156,902,0,254,0,0,Gd,TA,Mn,LwQ,Unf
883,808,0,0,808,0,0,Gd,TA,No,Unf,Unf
884,795,0,0,795,1,0,TA,Fa,No,Unf,Unf
885,892,432,0,460,0,0,TA,TA,No,BLQ,Unf
886,1698,1238,0,460,1,0,Ex,TA,Av,GLQ,Unf
887,1626,528,0,1098,0,0,TA,TA,No,LwQ,Unf
888,816,0,0,816,0,0,TA,TA,No,Unf,Unf
889,2217,351,823,1043,1,0,TA,Gd,Gd,ALQ,Rec
890,1505,1024,0,481,1,0,TA,TA,No,BLQ,Unf
891,672,0,0,672,0,0,TA,TA,Mn,Unf,Unf
892,918,226,500,192,0,0,TA,TA,No,LwQ,Rec
893,1059,663,0,396,0,1,TA,TA,No,GLQ,Unf
894,1383,1064,0,319,1,0,Gd,TA,Mn,BLQ,Unf
895,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
896,780,400,0,380,1,0,TA,TA,No,BLQ,Unf
897,951,285,0,666,0,0,TA,TA,No,ALQ,Unf
898,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
899,2330,2188,0,142,1,0,Ex,TA,Gd,GLQ,Unf
900,912,465,0,447,0,0,TA,TA,No,BLQ,Unf
901,858,322,0,536,0,0,TA,TA,No,ALQ,Unf
902,992,860,0,132,1,0,TA,TA,Mn,BLQ,Unf
903,783,0,0,783,0,0,Gd,TA,No,Unf,Unf
904,1670,0,0,1670,0,0,Gd,TA,No,Unf,Unf
905,876,599,0,277,0,0,TA,TA,No,GLQ,Unf
906,1056,354,290,412,1,0,TA,TA,No,Rec,LwQ
907,1623,63,0,1560,1,0,Gd,TA,No,GLQ,Unf
908,1017,223,0,794,0,0,Gd,TA,No,Rec,Unf
909,864,301,324,239,1,0,Gd,TA,Av,BLQ,ALQ
910,742,0,0,742,0,0,Gd,TA,No,Unf,Unf
911,1105,443,0,662,0,0,TA,TA,No,Rec,Unf
912,1268,196,0,1072,0,0,Gd,Gd,Av,ALQ,Unf
913,768,489,0,279,0,0,TA,TA,No,Rec,Unf
914,1001,284,0,717,0,0,TA,TA,No,BLQ,Unf
915,612,294,0,318,0,0,Gd,TA,Av,GLQ,Unf
916,546,0,0,546,0,0,TA,TA,No,Unf,Unf
917,480,50,0,430,1,0,TA,TA,Av,BLQ,Unf
918,1134,1059,0,75,0,0,TA,TA,No,ALQ,Unf
919,1104,48,634,422,1,0,Ex,TA,Mn,BLQ,GLQ
920,1184,528,411,245,1,0,Gd,TA,No,ALQ,BLQ
921,928,814,0,114,0,1,Gd,Gd,No,GLQ,Unf
922,1272,1084,0,188,2,0,TA,TA,No,ALQ,Unf
923,1316,28,0,1288,0,0,Gd,TA,No,GLQ,Unf
924,1604,165,841,598,1,0,Gd,TA,No,LwQ,GLQ
925,1686,625,1061,0,1,0,Gd,TA,No,BLQ,LwQ
926,1126,767,93,266,0,1,Gd,TA,Av,ALQ,LwQ
927,1181,0,0,1181,0,0,Gd,TA,No,Unf,Unf
928,832,552,0,280,0,0,TA,TA,No,BLQ,Unf
929,1753,0,0,1753,0,0,Gd,TA,Av,Unf,Unf
930,964,0,0,964,0,0,Gd,TA,No,Unf,Unf
931,1466,16,0,1450,0,0,Gd,TA,Av,GLQ,Unf
932,925,338,466,121,0,1,TA,TA,No,BLQ,Rec
933,1905,0,0,1905,0,0,Ex,Gd,No,Unf,Unf
934,1500,20,0,1480,0,0,Gd,TA,Av,GLQ,Unf
935,585,425,0,160,1,0,Gd,TA,Gd,GLQ,Unf
936,600,0,0,600,0,0,Fa,TA,Mn,Unf,Unf
937,1176,833,0,343,1,0,Gd,TA,No,GLQ,Unf
938,1113,341,0,772,0,0,Gd,TA,Mn,GLQ,Unf
939,1391,464,0,927,0,0,Gd,Gd,Mn,GLQ,Unf
940,1032,0,0,1032,0,0,TA,TA,Mn,Unf,Unf
941,1728,936,396,396,0,0,TA,TA,Gd,Rec,LwQ
942,992,772,0,220,1,0,Gd,TA,No,ALQ,Unf
943,1440,1440,0,0,2,0,Gd,TA,Gd,GLQ,Unf
944,1632,0,0,1632,0,0,TA,TA,Av,Unf,Unf
945,819,111,354,354,0,1,TA,TA,No,GLQ,Rec
946,1088,1088,0,0,0,0,TA,TA,No,LwQ,Unf
947,1144,748,294,102,1,0,TA,TA,Av,ALQ,BLQ
948,1616,1300,0,316,1,0,Gd,TA,Av,GLQ,Unf
949,936,0,0,936,0,0,Gd,TA,No_Feature,Unf,Unf
950,1161,982,0,179,1,0,TA,TA,No,ALQ,Unf
951,864,398,149,317,1,0,TA,TA,No,ALQ,BLQ
952,828,641,0,187,1,0,TA,TA,No,BLQ,Unf
953,768,660,0,108,0,1,Gd,TA,Av,GLQ,Unf
954,784,562,193,29,0,1,TA,TA,Av,ALQ,LwQ
955,945,945,0,0,0,2,Gd,Gd,Gd,GLQ,Unf
956,979,484,0,495,0,0,Gd,TA,No,Rec,Unf
957,561,285,0,276,0,0,Gd,TA,No,ALQ,Unf
958,1057,417,0,640,0,0,TA,TA,No,Rec,Unf
959,1337,699,0,638,1,0,Gd,TA,Mn,GLQ,Unf
960,696,604,0,92,1,0,Gd,TA,No,ALQ,Unf
961,858,696,0,162,1,0,TA,TA,Gd,BLQ,Unf
962,1330,896,0,434,1,0,Gd,Gd,No,ALQ,Unf
963,804,556,0,248,1,0,Gd,TA,No,ALQ,Unf
964,1800,0,0,1800,0,0,Ex,TA,No,Unf,Unf
965,817,624,0,193,1,0,Gd,TA,No,GLQ,Unf
966,783,0,0,783,0,0,Gd,TA,No,Unf,Unf
967,728,428,0,300,1,0,TA,Fa,No,Rec,Unf
968,1098,902,0,196,1,0,TA,TA,No,ALQ,Unf
969,600,0,0,600,0,0,TA,TA,No,Unf,Unf
970,588,513,0,75,1,0,TA,TA,Gd,ALQ,Unf
971,720,0,0,720,0,0,TA,TA,No,Unf,Unf
972,764,567,0,197,0,0,Gd,TA,No,GLQ,Unf
973,918,0,0,918,0,0,Gd,TA,No,Unf,Unf
974,1428,0,0,1428,0,0,Gd,TA,No,Unf,Unf
975,728,0,0,728,0,0,Gd,TA,No,Unf,Unf
976,673,641,0,32,1,0,Gd,TA,No,GLQ,Unf
977,440,0,0,440,0,0,Gd,TA,No,Unf,Unf
978,1241,1106,0,135,1,0,Gd,TA,No,GLQ,Unf
979,894,552,0,342,0,0,TA,TA,No,LwQ,Unf
980,1121,651,0,470,1,0,TA,TA,No,Rec,Unf
981,944,867,0,77,1,0,TA,TA,Av,ALQ,Unf
982,1225,854,0,371,1,0,Gd,TA,No,GLQ,Unf
983,1266,0,0,1266,0,0,Gd,TA,Av,Unf,Unf
984,1128,0,0,1128,0,0,Gd,TA,Mn,Unf,Unf
985,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
986,1164,1040,0,124,1,0,TA,TA,No,ALQ,Unf
987,485,0,0,485,0,0,TA,Fa,No,Unf,Unf
988,1930,1646,0,284,1,0,Ex,TA,Av,GLQ,Unf
989,848,156,0,692,0,0,TA,TA,No,LwQ,Unf
990,770,0,0,770,0,0,Gd,Gd,No,Unf,Unf
991,1396,1074,0,322,1,0,Gd,TA,No,GLQ,Unf
992,916,216,0,700,0,0,TA,TA,No,BLQ,Unf
993,822,536,117,169,0,0,TA,TA,Gd,BLQ,Rec
994,750,0,0,750,0,0,Gd,TA,No,Unf,Unf
995,1700,1172,0,528,1,0,Ex,TA,Gd,GLQ,Unf
996,747,384,0,363,1,0,TA,TA,No,ALQ,Unf
997,1050,915,0,135,1,0,TA,TA,No,Rec,Unf
998,1442,0,0,1442,0,0,TA,TA,No,Unf,Unf
999,1007,0,0,1007,0,0,TA,Fa,No,Unf,Unf
1000,1187,686,0,501,1,0,Gd,TA,Av,GLQ,Unf
1001,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1002,691,0,0,691,0,0,Fa,TA,No,Unf,Unf
1003,1574,24,0,1550,0,0,Gd,TA,No,GLQ,Unf
1004,1680,0,0,1680,0,0,TA,TA,No,Unf,Unf
1005,1346,16,0,1330,0,0,Gd,TA,No,GLQ,Unf
1006,985,595,0,390,0,0,Gd,Gd,Av,GLQ,Unf
1007,1657,1237,0,420,0,1,Gd,TA,No,LwQ,Unf
1008,546,273,273,0,0,0,TA,TA,No,BLQ,LwQ
1009,1710,0,0,1710,0,0,Ex,TA,Mn,Unf,Unf
1010,1008,0,0,1008,0,0,TA,TA,No,Unf,Unf
1011,720,0,0,720,0,0,TA,TA,No,Unf,Unf
1012,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1013,602,0,0,602,0,0,TA,Fa,No,Unf,Unf
1014,1022,247,465,310,1,0,TA,TA,No,ALQ,Rec
1015,1082,336,0,746,0,0,TA,Fa,No,BLQ,Unf
1016,810,643,0,167,1,0,Gd,TA,No,GLQ,Unf
1017,1504,690,0,814,1,0,Gd,TA,Gd,GLQ,Unf
1018,1220,1036,0,184,1,0,Gd,TA,Av,GLQ,Unf
1019,384,0,0,384,0,0,Gd,TA,No,Unf,Unf
1020,1362,16,0,1346,0,0,Gd,TA,Gd,GLQ,Unf
1021,1132,1024,0,108,1,0,Gd,TA,No,GLQ,Unf
1022,1199,684,0,515,1,0,Gd,TA,Av,GLQ,Unf
1023,912,324,0,588,0,0,TA,TA,No,LwQ,Unf
1024,1346,16,0,1330,0,0,Gd,Gd,No,GLQ,Unf
1025,1565,1165,400,0,1,0,Gd,TA,Av,ALQ,LwQ
1026,882,138,468,276,1,0,TA,TA,No,LwQ,Rec
1027,1268,697,0,571,1,0,TA,TA,No,Rec,Unf
1028,1638,1513,0,125,1,0,Gd,TA,Gd,GLQ,Unf
1029,768,368,41,359,1,0,TA,TA,No,Rec,BLQ
1030,672,317,0,355,0,1,TA,TA,No,BLQ,Unf
1031,686,0,0,686,0,0,TA,TA,Mn,Unf,Unf
1032,824,523,0,301,1,0,TA,TA,No,GLQ,Unf
1033,1338,1012,0,326,1,0,Gd,Gd,No,GLQ,Unf
1034,1654,986,0,668,1,0,Gd,TA,No,GLQ,Unf
1035,920,0,0,920,0,0,Fa,Fa,No,Unf,Unf
1036,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1037,1620,1022,0,598,1,0,Ex,TA,Gd,GLQ,Unf
1038,1055,0,0,1055,0,0,Gd,TA,No,Unf,Unf
1039,546,0,0,546,0,0,TA,TA,No,Unf,Unf
1040,630,509,0,121,1,0,Gd,TA,Av,GLQ,Unf
1041,1134,168,682,284,1,0,TA,TA,No,Rec,BLQ
1042,800,400,64,336,0,1,TA,TA,No,GLQ,Rec
1043,1306,900,0,406,1,0,Gd,TA,Av,ALQ,Unf
1044,1475,1085,0,390,1,0,Gd,TA,No,GLQ,Unf
1045,2524,1104,0,1420,1,0,Gd,TA,No,ALQ,Unf
1046,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1047,1992,240,0,1752,0,0,Ex,TA,Av,GLQ,Unf
1048,990,686,0,304,0,1,Gd,TA,No,GLQ,Unf
1049,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1050,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1051,1302,0,0,1302,0,0,Gd,TA,Av,Unf,Unf
1052,1316,0,0,1316,0,0,Gd,TA,Av,Unf,Unf
1053,816,442,0,374,0,1,TA,TA,No,Rec,Unf
1054,1216,383,0,833,0,0,TA,TA,Av,Rec,Unf
1055,1065,932,0,133,1,0,Gd,TA,Mn,GLQ,Unf
1056,1193,644,0,549,0,1,Gd,TA,No,ALQ,Unf
1057,1364,659,0,705,1,0,Gd,TA,Av,GLQ,Unf
1058,973,595,0,378,0,0,Gd,TA,No,GLQ,Unf
1059,1104,936,0,168,1,0,Ex,TA,Av,GLQ,Unf
1060,854,297,557,0,0,0,TA,TA,Mn,Rec,LwQ
1061,1338,616,0,722,1,0,Gd,TA,Mn,GLQ,Unf
1062,894,0,0,894,0,0,TA,TA,No,Unf,Unf
1063,662,0,0,662,0,0,TA,TA,No,Unf,Unf
1064,1103,397,0,706,0,0,TA,TA,No,BLQ,Unf
1065,1154,740,230,184,0,0,TA,TA,Mn,BLQ,Rec
1066,1306,1201,0,105,1,0,Ex,TA,Gd,GLQ,Unf
1067,799,0,0,799,0,0,Gd,TA,No,Unf,Unf
1068,780,674,106,0,1,0,TA,TA,Gd,GLQ,LwQ
1069,942,837,0,105,1,0,Gd,TA,No,ALQ,Unf
1070,845,220,0,625,0,1,TA,TA,No,ALQ,Unf
1071,1048,586,0,462,1,0,TA,TA,No,BLQ,Unf
1072,727,298,0,429,0,0,TA,TA,No,Rec,Unf
1073,810,0,0,810,1,1,Fa,Fa,Mn,Unf,Unf
1074,690,535,0,155,0,0,TA,TA,No,BLQ,Unf
1075,1240,0,0,1240,0,0,Gd,TA,Av,Unf,Unf
1076,800,410,0,390,0,0,TA,TA,No,BLQ,Unf
1077,796,626,0,170,0,1,Fa,TA,No,ALQ,Unf
1078,1096,75,791,230,1,0,TA,TA,Mn,BLQ,Rec
1079,848,662,0,186,1,0,Gd,TA,Mn,GLQ,Unf
1080,990,495,0,495,0,0,Gd,TA,No,GLQ,Unf
1081,1258,656,0,602,0,1,TA,TA,No,ALQ,Unf
1082,1040,824,0,216,1,0,TA,TA,No,ALQ,Unf
1083,1459,0,0,1459,0,0,Gd,TA,No,Unf,Unf
1084,1251,553,0,698,1,0,TA,TA,No,BLQ,Unf
1085,691,592,0,99,0,0,Gd,TA,No,ALQ,Unf
1086,936,747,0,189,1,0,Gd,TA,Av,GLQ,Unf
1087,546,334,0,212,0,0,TA,TA,No,BLQ,Unf
1088,1082,0,0,1082,0,0,Gd,TA,Mn,Unf,Unf
1089,970,0,0,970,0,0,Gd,TA,No,Unf,Unf
1090,1247,1039,0,208,1,0,Gd,TA,No,GLQ,Unf
1091,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1092,600,510,0,90,1,0,Gd,TA,No,BLQ,Unf
1093,1181,423,0,758,0,0,TA,TA,No,Rec,Unf
1094,864,661,0,203,1,0,TA,TA,Mn,GLQ,Unf
1095,936,248,240,448,1,0,TA,TA,No,BLQ,Rec
1096,1314,24,0,1290,0,0,Gd,TA,No,GLQ,Unf
1097,684,0,0,684,0,0,TA,TA,No,Unf,Unf
1098,1074,0,0,1074,0,0,Gd,TA,No,Unf,Unf
1099,672,672,0,0,0,0,TA,TA,No,BLQ,Unf
1100,1271,704,0,567,0,0,Gd,TA,No,ALQ,Unf
1101,290,290,0,0,0,0,TA,Fa,No,Rec,Unf
1102,950,412,287,251,0,0,TA,TA,No,BLQ,LwQ
1103,1010,588,0,422,0,0,TA,TA,No,Rec,Unf
1104,655,655,0,0,0,1,TA,TA,Mn,ALQ,Unf
1105,630,0,0,630,0,0,TA,TA,No,Unf,Unf
1106,1463,1032,0,431,1,0,Ex,TA,Av,GLQ,Unf
1107,910,738,0,172,1,0,Gd,TA,Mn,GLQ,Unf
1108,868,0,0,868,0,0,Ex,Gd,No,Unf,Unf
1109,924,0,0,924,0,0,Gd,TA,No,Unf,Unf
1110,1836,1039,0,797,1,0,Ex,TA,Mn,GLQ,Unf
1111,773,219,0,554,1,0,Gd,TA,No,GLQ,Unf
1112,803,403,0,400,0,0,TA,TA,No,ALQ,Unf
1113,816,708,0,108,1,0,TA,TA,No,GLQ,Unf
1114,1008,643,0,365,1,0,TA,TA,No,BLQ,Unf
1115,833,415,0,418,0,0,TA,TA,No,Rec,Unf
1116,1734,1004,0,730,1,0,Ex,TA,No,GLQ,Unf
1117,408,353,0,55,1,0,Gd,TA,No,GLQ,Unf
1118,894,702,0,192,1,0,TA,TA,No,BLQ,Unf
1119,533,0,0,533,0,1,TA,TA,No,Unf,Unf
1120,1040,369,0,671,0,0,TA,TA,No,LwQ,Unf
1121,1012,0,0,1012,0,0,TA,TA,No,Unf,Unf
1122,1552,24,0,1528,0,0,Gd,TA,Av,GLQ,Unf
1123,672,0,0,672,0,0,TA,TA,No,Unf,Unf
1124,698,0,0,698,0,1,TA,TA,No,Unf,Unf
1125,384,0,0,384,0,0,Gd,TA,No,Unf,Unf
1126,1005,0,0,1005,0,0,TA,TA,No,Unf,Unf
1127,1373,0,0,1373,0,0,Gd,TA,No,Unf,Unf
1128,1530,1300,0,230,1,0,Gd,TA,Av,GLQ,Unf
1129,847,0,0,847,0,0,Gd,TA,Av,Unf,Unf
1130,936,936,0,0,1,0,Gd,TA,Gd,GLQ,Unf
1131,1122,622,0,500,1,0,TA,TA,No,BLQ,Unf
1132,974,212,0,762,0,0,Gd,TA,Mn,BLQ,Unf
1133,1008,0,0,1008,0,0,TA,TA,Mn,Unf,Unf
1134,1128,584,0,544,0,0,Gd,TA,No,GLQ,Unf
1135,916,0,0,916,0,0,Gd,TA,Av,Unf,Unf
1136,960,0,0,960,0,0,TA,TA,No,Unf,Unf
1137,1032,280,0,752,0,0,TA,TA,No,BLQ,Unf
1138,780,0,0,780,0,0,TA,TA,No,Unf,Unf
1139,1567,1567,0,0,1,0,TA,TA,Gd,ALQ,Unf
1140,915,645,0,270,0,0,TA,TA,No,BLQ,Unf
1141,952,852,0,100,1,0,TA,TA,Mn,ALQ,Unf
1142,780,381,0,399,1,0,TA,TA,No,ALQ,Unf
1143,1466,1150,0,316,1,0,Ex,TA,Gd,GLQ,Unf
1144,1006,288,0,718,0,0,TA,TA,No,GLQ,Unf
1145,672,348,0,324,1,0,Gd,TA,No,BLQ,Unf
1146,1042,0,0,1042,0,0,TA,TA,No,Unf,Unf
1147,1298,1258,0,40,1,0,Gd,TA,No,GLQ,Unf
1148,704,275,0,429,0,0,TA,TA,No,Rec,Unf
1149,572,0,0,572,0,0,TA,TA,No,Unf,Unf
1150,650,624,0,26,0,1,TA,TA,No,ALQ,Unf
1151,932,0,0,932,0,0,TA,TA,No,Unf,Unf
1152,1466,176,0,1290,0,0,TA,TA,No,BLQ,Unf
1153,1073,296,547,230,0,0,TA,TA,No,ALQ,GLQ
1154,816,538,0,278,0,0,TA,TA,Av,ALQ,Unf
1155,864,454,0,410,0,0,TA,TA,Gd,ALQ,Unf
1156,1437,1157,0,280,1,0,Gd,TA,Gd,ALQ,Unf
1157,1219,633,0,586,0,1,TA,TA,Gd,ALQ,Unf
1158,1314,904,0,410,1,0,Gd,TA,No,GLQ,Unf
1159,1580,0,0,1580,0,0,Gd,TA,No,Unf,Unf
1160,901,442,0,459,0,0,TA,TA,No,ALQ,Unf
1161,855,311,0,544,0,0,Gd,TA,No,ALQ,Unf
1162,1296,728,0,568,1,0,TA,TA,No,BLQ,Unf
1163,894,492,0,402,0,0,Gd,TA,No,BLQ,Unf
1164,1198,1198,0,0,2,0,Gd,TA,Av,GLQ,Unf
1165,1360,680,391,289,1,0,Gd,TA,Gd,ALQ,Rec
1166,1502,0,0,1502,0,0,Gd,TA,No,Unf,Unf
1167,1694,0,0,1694,0,0,Gd,TA,Av,Unf,Unf
1168,959,786,0,173,1,0,Gd,TA,No,GLQ,Unf
1169,1127,626,0,501,0,0,TA,TA,No,Rec,Unf
1170,1930,1387,0,543,1,0,Ex,TA,Gd,GLQ,Unf
1171,1096,522,0,574,1,0,TA,TA,Av,ALQ,Unf
1172,1261,662,0,599,1,0,TA,TA,No,ALQ,Unf
1173,625,0,0,625,0,0,Gd,TA,No,Unf,Unf
1174,1598,152,469,977,0,0,TA,TA,No,Rec,BLQ
1175,952,503,0,449,0,0,Gd,TA,No,Rec,Unf
1176,1683,700,0,983,0,0,Gd,TA,No,GLQ,Unf
1177,876,658,0,218,1,0,TA,TA,No,ALQ,Unf
1178,818,468,0,350,0,0,TA,TA,No,Rec,Unf
1179,731,0,0,731,0,0,TA,TA,No,Unf,Unf
1180,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1181,1216,1216,0,0,0,0,Gd,TA,No,LwQ,Unf
1182,1600,1480,0,120,1,1,Ex,TA,Gd,GLQ,Unf
1183,2396,2096,0,300,1,0,Ex,TA,Av,GLQ,Unf
1184,1120,821,0,299,1,0,TA,TA,No,Rec,Unf
1185,1572,1159,0,413,1,0,TA,TA,Gd,Rec,Unf
1186,784,392,0,392,1,0,TA,TA,No,BLQ,Unf
1187,978,440,0,538,1,0,Fa,TA,Mn,BLQ,Unf
1188,1624,1456,0,168,1,0,Gd,TA,No,GLQ,Unf
1189,831,0,0,831,0,0,Gd,TA,No,Unf,Unf
1190,994,0,0,994,0,0,TA,TA,No,Unf,Unf
1191,1249,1159,0,90,1,0,TA,TA,Av,BLQ,Unf
1192,776,0,0,776,0,0,Gd,TA,No,Unf,Unf
1193,702,0,0,702,0,0,TA,TA,Mn,Unf,Unf
1194,1224,883,0,341,1,0,Ex,TA,No,GLQ,Unf
1195,663,371,0,292,0,0,TA,TA,No,ALQ,Unf
1196,728,0,0,728,0,0,Gd,TA,No,Unf,Unf
1197,879,0,0,879,0,0,Gd,TA,Av,Unf,Unf
1198,815,0,0,815,0,0,TA,TA,No,Unf,Unf
1199,1212,0,0,1212,0,0,Gd,TA,No,Unf,Unf
1200,1051,547,0,504,0,0,TA,TA,No,Rec,Unf
1201,864,0,0,864,0,0,TA,TA,No,Unf,Unf
1202,866,0,0,866,0,0,Gd,TA,Av,Unf,Unf
1203,884,0,0,884,1,0,TA,TA,No,Unf,Unf
1204,1630,0,0,1630,0,0,Gd,TA,No,Unf,Unf
1205,1056,788,0,268,1,0,Gd,TA,No,ALQ,Unf
1206,2158,485,177,1496,0,0,Gd,TA,Mn,ALQ,BLQ
1207,1056,1056,0,0,1,0,TA,TA,No,Rec,Unf
1208,1682,340,0,1342,1,0,Gd,TA,Av,GLQ,Unf
1209,931,504,108,319,1,0,TA,TA,No,Rec,BLQ
1210,1660,1220,0,440,1,0,Ex,TA,Mn,GLQ,Unf
1211,1055,0,0,1055,0,0,Gd,TA,No,Unf,Unf
1212,559,427,0,132,0,0,Gd,TA,Av,GLQ,Unf
1213,672,344,0,328,1,0,TA,TA,No,Rec,Unf
1214,648,648,0,0,1,1,TA,Gd,Av,GLQ,Unf
1215,925,784,0,141,1,0,TA,TA,Av,BLQ,Unf
1216,894,180,374,340,0,0,TA,TA,No,Rec,LwQ
1217,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1218,1300,936,0,364,1,0,Gd,TA,Mn,GLQ,Unf
1219,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1220,672,0,0,672,0,0,TA,TA,No,Unf,Unf
1221,912,312,600,0,0,0,TA,TA,No,Rec,LwQ
1222,952,250,492,210,0,0,TA,TA,No,BLQ,LwQ
1223,1040,196,0,844,0,0,TA,TA,Mn,Rec,Unf
1224,2136,756,0,1380,0,0,TA,Fa,No,LwQ,Unf
1225,788,724,0,64,1,0,Gd,TA,Av,GLQ,Unf
1226,588,507,0,81,0,1,TA,TA,Av,GLQ,Unf
1227,894,0,0,894,0,0,Gd,TA,Mn,Unf,Unf
1228,912,595,0,317,1,0,TA,TA,No,ALQ,Unf
1229,1702,1540,0,162,1,0,Ex,TA,No,GLQ,Unf
1230,1075,666,0,409,0,0,TA,TA,No,ALQ,Unf
1231,1361,498,211,652,0,0,Gd,TA,No,GLQ,Rec
1232,1106,803,0,303,1,0,TA,TA,Av,ALQ,Unf
1233,0,0,0,0,0,0,No_Feature,No_Feature,No_Feature,No_Feature,No_Feature
1234,1188,1000,0,188,1,0,TA,TA,No,Rec,Unf
1235,940,0,0,940,0,0,TA,TA,Av,Unf,Unf
1236,747,0,0,747,0,0,Gd,TA,Mn,Unf,Unf
1237,764,0,0,764,0,0,Gd,TA,No,Unf,Unf
1238,847,0,0,847,0,0,Gd,TA,No,Unf,Unf
1239,1141,0,0,1141,0,0,Gd,TA,No,Unf,Unf
1240,1476,428,0,1048,0,0,Gd,TA,Av,GLQ,Unf
1241,884,550,0,334,1,0,Gd,TA,No,GLQ,Unf
1242,1689,0,0,1689,0,0,Gd,TA,Av,Unf,Unf
1243,1053,885,168,0,1,0,Gd,TA,Gd,GLQ,LwQ
1244,2076,1386,0,690,1,0,Ex,Gd,Gd,GLQ,Unf
1245,792,0,0,792,0,0,Gd,TA,No,Unf,Unf
1246,585,0,0,585,0,0,Gd,TA,No,Unf,Unf
1247,756,0,0,756,0,0,Gd,TA,No,Unf,Unf
1248,1012,539,0,473,1,0,TA,TA,Av,GLQ,Unf
1249,735,319,0,416,0,0,Gd,TA,No,Rec,Unf
1250,876,534,96,246,0,0,TA,TA,No,BLQ,Rec
1251,2110,1065,0,1045,1,0,TA,TA,No,ALQ,Unf
1252,1405,0,0,1405,0,0,Gd,TA,No,Unf,Unf
