Property_ID,OverallQual,OverallCond,ExterQual,ExterCond,KitchenQual,FireplaceQu,TotalBathrooms,IsRemodeled
1039,4,6,TA,TA,TA,TA,1.5,1
1040,4,4,TA,TA,TA,No_Feature,2.0,0
1041,5,4,TA,TA,TA,TA,3.0,1
1042,6,8,TA,TA,Gd,No_Feature,2.0,1
1043,6,5,Gd,TA,Gd,Gd,3.0,0
1044,7,5,TA,TA,Gd,Ex,3.5,0
1045,8,5,Gd,TA,Gd,Gd,3.5,0
1046,3,5,TA,TA,TA,Gd,2.0,0
1047,9,5,Gd,TA,Ex,Gd,3.5,1
1048,5,5,TA,TA,TA,No_Feature,1.5,1
1049,5,4,TA,Fa,TA,TA,1.0,1
1050,4,7,TA,TA,Gd,No_Feature,1.0,1
1051,7,5,Gd,TA,Gd,No_Feature,2.0,0
1052,7,5,Gd,TA,Gd,Gd,2.0,0
1053,6,6,TA,TA,TA,TA,2.0,1
1054,5,6,TA,TA,TA,Gd,1.0,1
1055,8,5,Gd,TA,Gd,Gd,3.5,0
1056,6,5,TA,TA,TA,TA,2.5,0
1057,7,5,Gd,TA,Gd,Gd,3.0,0
1058,7,6,Gd,TA,Gd,Gd,2.5,0
1059,9,5,Ex,TA,Ex,Gd,3.5,0
1060,6,7,TA,TA,TA,Gd,1.5,1
1061,8,5,Gd,TA,Gd,No_Feature,3.0,0
1062,3,4,Fa,TA,TA,No_Feature,1.0,1
1063,5,5,TA,TA,TA,No_Feature,2.0,1
1064,6,6,TA,Gd,Gd,Gd,1.0,1
1065,5,6,TA,TA,TA,Po,1.5,0
1066,7,5,Gd,TA,Gd,No_Feature,3.5,1
1067,6,7,Gd,TA,TA,TA,2.5,1
1068,6,6,TA,TA,TA,No_Feature,2.5,0
1069,6,4,TA,TA,TA,Gd,3.5,0
1070,5,7,TA,TA,Gd,No_Feature,1.5,1
1071,5,5,TA,TA,TA,No_Feature,2.0,0
1072,6,6,TA,TA,TA,No_Feature,1.5,0
1073,5,3,TA,TA,TA,TA,2.5,1
1074,6,6,TA,TA,TA,No_Feature,1.5,0
1075,7,5,Gd,TA,Gd,No_Feature,2.0,0
1076,7,6,TA,TA,TA,Gd,1.5,1
1077,5,8,TA,TA,Gd,TA,2.5,1
1078,5,5,TA,TA,TA,No_Feature,2.0,0
1079,6,5,Gd,TA,Gd,Gd,2.0,0
1080,5,5,TA,TA,TA,No_Feature,1.0,0
1081,6,7,Gd,Gd,Gd,No_Feature,2.5,1
1082,5,5,TA,TA,TA,No_Feature,2.5,0
1083,7,5,Gd,TA,Gd,Gd,2.0,0
1084,6,6,TA,TA,TA,Gd,2.0,0
1085,6,5,TA,TA,TA,TA,2.5,1
1086,6,6,TA,TA,Gd,No_Feature,2.0,0
1087,4,5,TA,TA,TA,No_Feature,1.5,0
1088,8,5,Gd,TA,Gd,Gd,2.5,1
1089,7,5,Gd,TA,Gd,No_Feature,2.0,0
1090,8,5,Gd,TA,Gd,Gd,2.5,0
1091,3,4,TA,TA,TA,No_Feature,2.0,0
1092,7,5,Gd,TA,Gd,No_Feature,3.5,1
1093,6,5,TA,TA,TA,Gd,2.0,1
1094,5,8,TA,TA,Gd,No_Feature,2.5,1
1095,5,7,TA,TA,TA,No_Feature,2.0,1
1096,6,5,Gd,TA,Gd,Gd,2.0,0
1097,6,7,TA,TA,Gd,No_Feature,1.5,1
1098,8,5,Gd,TA,Gd,No_Feature,1.5,0
1099,4,6,TA,TA,TA,No_Feature,1.0,1
1100,7,5,TA,TA,TA,TA,2.0,0
1101,2,5,TA,TA,Fa,No_Feature,1.0,1
1102,5,5,TA,TA,TA,No_Feature,1.0,0
1103,5,7,TA,TA,TA,No_Feature,1.0,1
1104,6,6,TA,TA,TA,Fa,1.5,0
1105,5,5,TA,TA,TA,No_Feature,2.5,0
1106,8,5,Gd,TA,Gd,TA,3.5,1
1107,7,5,Gd,TA,Gd,TA,3.0,1
1108,7,5,Gd,TA,Gd,Gd,2.5,0
1109,6,5,TA,TA,TA,TA,2.5,0
1110,8,5,Gd,TA,Gd,Gd,3.0,1
1111,6,5,TA,TA,TA,TA,3.5,1
1112,7,6,TA,TA,TA,Gd,2.5,0
1113,5,7,TA,TA,TA,No_Feature,2.0,0
1114,5,7,TA,TA,Gd,No_Feature,2.0,1
1115,5,7,TA,Gd,Gd,No_Feature,1.0,1
1116,8,5,Gd,TA,Ex,Gd,3.0,0
1117,8,5,Gd,TA,Gd,TA,3.5,0
1118,5,7,TA,TA,Gd,No_Feature,2.0,1
1119,5,6,TA,Gd,TA,No_Feature,1.5,1
1120,5,5,TA,TA,TA,No_Feature,1.0,0
1121,6,5,TA,TA,TA,Gd,1.0,1
1122,7,5,Gd,TA,Gd,No_Feature,2.0,1
1123,4,3,TA,TA,TA,No_Feature,1.0,0
1124,5,9,TA,Ex,TA,No_Feature,1.5,1
1125,7,5,TA,TA,Gd,TA,2.5,0
1126,4,5,TA,TA,Fa,TA,1.0,0
1127,7,5,Gd,TA,Gd,TA,2.0,0
1128,7,5,Gd,TA,Gd,Gd,3.0,0
1129,7,5,Gd,TA,Gd,Gd,2.5,1
1130,5,5,TA,TA,TA,No_Feature,2.0,0
1131,4,3,TA,TA,Gd,TA,3.0,1
1132,5,5,TA,TA,TA,No_Feature,1.0,1
1133,6,4,TA,TA,Fa,No_Feature,2.0,1
1134,8,5,Gd,TA,Gd,TA,2.5,0
1135,6,5,TA,TA,TA,TA,2.5,0
1136,6,5,TA,TA,TA,Gd,1.0,1
1137,6,5,TA,TA,TA,No_Feature,1.0,0
1138,5,8,TA,Gd,TA,No_Feature,1.0,1
1139,6,5,TA,TA,Gd,TA,3.0,0
1140,5,5,TA,Fa,TA,Gd,1.0,1
1141,5,7,TA,TA,TA,No_Feature,2.0,0
1142,5,7,TA,Gd,Gd,TA,3.5,0
1143,8,5,Gd,TA,Gd,TA,4.0,1
1144,5,3,TA,TA,TA,No_Feature,1.0,0
1145,4,4,TA,Fa,Fa,No_Feature,2.0,1
1146,5,6,TA,TA,TA,Gd,1.0,1
1147,6,5,Gd,TA,Gd,TA,3.0,0
1148,7,7,TA,TA,Fa,Gd,1.5,1
1149,7,7,TA,TA,TA,Gd,1.0,1
1150,7,9,TA,Gd,TA,No_Feature,1.5,1
1151,6,5,TA,TA,Gd,Gd,1.0,0
1152,5,4,TA,TA,Fa,Gd,1.5,0
1153,6,7,TA,TA,Ex,Gd,1.0,1
1154,6,8,Gd,Gd,TA,No_Feature,1.0,1
1155,7,6,TA,TA,Gd,Gd,2.0,1
1156,5,8,Gd,Gd,Gd,Fa,3.0,1
1157,5,8,TA,Gd,Gd,Gd,2.5,1
1158,7,5,Gd,TA,Gd,Gd,3.0,1
1159,8,5,Gd,TA,Gd,No_Feature,2.0,1
1160,6,6,Gd,TA,Gd,TA,2.5,0
1161,6,5,TA,TA,TA,TA,2.5,0
1162,6,7,Gd,TA,Gd,Gd,2.0,1
1163,5,5,TA,TA,TA,Po,1.0,0
1164,4,4,TA,TA,TA,No_Feature,3.0,0
1165,5,7,TA,TA,Gd,TA,2.5,0
1166,7,5,Gd,TA,Gd,No_Feature,2.0,0
1167,8,5,Gd,TA,Gd,No_Feature,2.0,0
1168,6,5,TA,TA,TA,TA,3.5,0
1169,6,7,TA,TA,Gd,TA,2.0,1
1170,10,5,Gd,Gd,Gd,TA,4.5,1
1171,6,6,TA,TA,TA,Po,2.0,0
1172,6,6,TA,TA,TA,TA,2.0,0
1173,7,5,Gd,TA,Gd,No_Feature,2.5,1
1174,5,6,TA,TA,Ex,Gd,3.0,1
1175,6,8,TA,TA,TA,Gd,2.5,1
1176,8,5,Gd,TA,Gd,TA,2.5,1
1177,5,5,TA,TA,TA,No_Feature,2.0,1
1178,6,8,TA,TA,TA,No_Feature,1.0,1
1179,5,6,TA,TA,TA,Gd,1.5,1
1180,5,5,TA,TA,TA,Gd,1.0,0
1181,7,5,TA,TA,TA,No_Feature,2.5,1
1182,8,5,Ex,TA,Gd,Gd,3.5,0
1183,10,5,Gd,TA,Ex,TA,4.5,0
1184,5,6,TA,TA,TA,Gd,2.0,1
1185,5,4,TA,TA,TA,TA,2.5,0
1186,5,7,TA,Gd,TA,No_Feature,2.0,1
1187,3,5,TA,TA,TA,No_Feature,3.0,1
1188,8,5,Gd,TA,Gd,Fa,3.0,1
1189,7,5,Gd,TA,Gd,No_Feature,2.5,0
1190,7,5,TA,TA,Gd,TA,2.5,0
1191,4,4,TA,Gd,TA,TA,2.0,1
1192,8,5,Gd,TA,Gd,No_Feature,2.5,1
1193,5,8,TA,TA,Gd,No_Feature,1.0,1
1194,6,5,TA,TA,TA,No_Feature,3.0,0
1195,6,7,TA,TA,TA,No_Feature,1.5,0
1196,6,5,TA,TA,Gd,No_Feature,2.5,0
1197,7,5,Gd,TA,Gd,Gd,2.5,0
1198,7,6,TA,TA,TA,Gd,1.0,1
1199,7,5,Gd,TA,Gd,No_Feature,2.0,0
1200,4,5,TA,TA,TA,Po,1.5,1
1201,4,5,TA,TA,TA,No_Feature,1.0,0
1202,7,5,TA,TA,Gd,No_Feature,2.5,0
1203,5,8,TA,TA,TA,Fa,2.0,1
1204,7,5,Gd,TA,Gd,TA,2.0,1
1205,5,6,TA,TA,TA,No_Feature,2.5,0
1206,7,7,Gd,TA,Gd,TA,2.0,1
1207,4,4,TA,TA,TA,No_Feature,2.0,0
1208,6,5,Gd,TA,Gd,No_Feature,3.0,0
1209,5,7,TA,Gd,TA,No_Feature,2.0,1
1210,8,5,Gd,TA,Gd,Gd,3.0,0
1211,6,5,Gd,TA,Gd,TA,2.5,0
1212,8,7,Gd,TA,TA,No_Feature,2.0,1
1213,4,6,TA,TA,TA,No_Feature,2.0,1
1214,4,9,TA,Gd,TA,No_Feature,1.5,1
1215,5,5,TA,TA,TA,No_Feature,2.0,0
1216,5,5,TA,TA,TA,No_Feature,1.0,0
1217,6,5,TA,TA,TA,No_Feature,2.0,0
1218,8,5,Gd,TA,Gd,No_Feature,3.0,0
1219,4,5,TA,TA,TA,No_Feature,1.0,1
1220,6,5,TA,TA,TA,No_Feature,1.5,0
1221,5,5,TA,TA,TA,No_Feature,1.0,0
1222,5,5,TA,TA,TA,TA,1.0,0
1223,6,6,TA,TA,TA,Gd,2.0,1
1224,5,3,TA,TA,TA,No_Feature,2.0,0
1225,7,5,Gd,TA,Gd,Gd,3.5,1
1226,6,8,TA,Gd,TA,No_Feature,1.5,0
1227,6,5,Gd,TA,Gd,Gd,2.5,0
1228,5,8,TA,TA,Gd,No_Feature,2.0,1
1229,9,5,Ex,TA,Ex,Gd,2.5,0
1230,5,5,TA,TA,TA,No_Feature,2.0,0
1231,5,5,TA,TA,TA,TA,3.0,0
1232,5,6,TA,TA,TA,No_Feature,2.0,0
1233,4,5,TA,TA,TA,No_Feature,2.0,0
1234,5,5,TA,TA,TA,No_Feature,2.0,0
1235,5,6,TA,TA,TA,No_Feature,1.5,1
1236,5,5,TA,TA,TA,No_Feature,1.5,1
1237,7,5,Gd,TA,Gd,No_Feature,2.5,0
1238,7,5,Gd,TA,Gd,Gd,2.5,1
1239,6,5,Gd,TA,TA,No_Feature,1.5,0
1240,8,5,Gd,TA,Ex,Gd,2.0,0
1241,7,5,Gd,TA,Gd,No_Feature,3.5,0
1242,7,6,Gd,TA,Gd,No_Feature,2.0,0
1243,7,6,TA,TA,Gd,TA,3.0,0
1244,10,5,Ex,TA,Ex,Gd,3.5,0
1245,8,7,TA,TA,Gd,Gd,1.0,1
1246,6,7,TA,TA,TA,TA,3.5,1
1247,7,5,Gd,TA,Gd,No_Feature,2.5,1
1248,6,5,TA,TA,TA,No_Feature,2.0,0
1249,6,5,TA,TA,TA,Gd,1.5,1
1250,5,7,TA,TA,TA,No_Feature,1.0,0
1251,7,5,Gd,TA,Ex,TA,3.5,0
1252,7,5,Gd,TA,Gd,Gd,2.0,0
1253,5,6,TA,TA,TA,No_Feature,2.0,0
1254,7,7,Gd,TA,Gd,Gd,3.5,1
1255,7,5,Gd,TA,Gd,Gd,2.5,1
1256,6,6,TA,TA,TA,Gd,1.0,1
1257,8,5,Gd,TA,Gd,TA,3.0,0
1258,5,8,TA,TA,TA,No_Feature,1.0,1
1259,7,5,Gd,TA,Gd,No_Feature,3.0,0
1260,6,8,TA,TA,TA,No_Feature,2.5,0
1261,6,5,TA,TA,TA,TA,2.5,0
1262,5,6,TA,TA,TA,No_Feature,1.0,0
1263,4,5,TA,TA,TA,TA,2.0,1
1264,6,6,TA,TA,TA,Gd,1.0,1
1265,6,5,Gd,TA,Gd,No_Feature,3.0,1
1266,7,5,Gd,TA,Gd,No_Feature,3.5,0
1267,7,4,Fa,TA,TA,Gd,1.5,1
1268,9,5,Ex,TA,Ex,Gd,2.0,1
1269,8,9,TA,Gd,Gd,Gd,3.5,1
1270,5,5,TA,TA,TA,No_Feature,1.5,0
1271,7,6,Gd,TA,Gd,TA,2.5,0
1272,6,7,TA,TA,Gd,Gd,2.0,0
1273,5,6,TA,TA,TA,No_Feature,2.0,0
1274,6,7,TA,TA,Ex,Gd,2.0,1
1275,5,6,TA,TA,TA,Gd,2.0,1
1276,5,5,TA,TA,TA,No_Feature,2.0,1
1277,6,6,TA,TA,TA,TA,2.0,0
1278,6,5,TA,TA,TA,Gd,2.5,1
1279,8,5,Gd,TA,Gd,Gd,3.5,0
1280,4,4,TA,Gd,TA,No_Feature,1.0,1
1281,7,5,Gd,TA,Gd,No_Feature,3.0,0
1282,7,5,TA,TA,TA,TA,3.0,0
1283,5,7,TA,TA,Gd,No_Feature,2.0,1
1284,6,5,TA,TA,TA,No_Feature,3.0,0
1285,6,7,TA,TA,Gd,Gd,2.0,1
1286,6,6,TA,Fa,TA,Gd,1.0,1
1287,6,5,TA,TA,TA,Gd,2.5,0
1288,5,5,TA,Gd,TA,No_Feature,2.5,0
1289,8,5,Gd,TA,Ex,Ex,3.0,0
1290,8,5,Gd,TA,Ex,Gd,2.5,0
1291,5,7,TA,TA,TA,Gd,2.0,0
1292,5,7,TA,TA,TA,No_Feature,2.5,0
1293,5,4,TA,TA,TA,No_Feature,2.0,1
1294,7,5,TA,TA,TA,TA,2.5,0
1295,5,7,TA,TA,TA,No_Feature,2.0,1
1296,5,5,TA,TA,TA,No_Feature,2.5,0
1297,5,6,TA,Gd,TA,No_Feature,3.0,0
1298,6,5,TA,TA,TA,No_Feature,3.0,1
1299,10,5,Ex,TA,Ex,Gd,4.5,0
1300,5,7,TA,TA,Gd,No_Feature,2.5,1
1301,7,5,Gd,TA,Gd,TA,2.5,0
1302,6,7,TA,TA,Gd,Gd,1.0,1
1303,8,5,Gd,TA,Gd,TA,3.5,0
1304,7,5,Gd,TA,Gd,No_Feature,2.0,0
1305,7,5,Gd,TA,Gd,No_Feature,2.0,0
1306,9,5,Gd,TA,Ex,Ex,3.0,1
1307,7,5,Gd,TA,Gd,Gd,2.0,1
1308,5,5,TA,Gd,TA,No_Feature,2.0,1
1309,5,7,TA,TA,Gd,No_Feature,2.0,1
1310,6,5,TA,TA,Gd,No_Feature,3.0,0
1311,7,8,Gd,Gd,Ex,TA,3.0,1
1312,7,5,Gd,TA,Gd,No_Feature,3.0,1
1313,8,5,Gd,TA,Gd,Ex,2.5,0
1314,9,5,Gd,TA,Gd,TA,2.5,0
1315,4,6,TA,TA,TA,TA,2.0,0
1316,6,5,TA,TA,TA,Gd,2.5,0
1317,8,5,Gd,TA,Ex,Gd,3.0,0
1318,7,5,Gd,TA,Gd,Gd,2.0,1
1319,8,5,Gd,TA,Gd,TA,2.0,1
1320,4,5,TA,TA,TA,No_Feature,1.0,0
1321,6,3,TA,TA,TA,Gd,2.5,0
1322,3,6,TA,TA,TA,No_Feature,1.0,1
1323,7,5,Gd,TA,Gd,TA,3.5,0
1324,4,7,Fa,TA,Fa,No_Feature,1.0,1
1325,8,5,Gd,TA,Gd,Gd,2.0,1
1326,4,4,TA,TA,TA,No_Feature,1.0,1
1327,3,6,TA,TA,Gd,No_Feature,1.0,1
1328,5,9,Gd,Gd,Gd,Ex,1.5,1
1329,6,7,Gd,Gd,TA,TA,2.0,1
1330,7,5,TA,TA,TA,TA,2.5,0
1331,8,5,Gd,TA,Gd,Gd,2.0,0
1332,5,5,TA,TA,TA,No_Feature,1.0,0
1333,4,6,TA,TA,TA,Gd,2.0,1
1334,5,6,TA,TA,Gd,No_Feature,1.5,1
1335,5,6,TA,TA,TA,No_Feature,1.5,0
1336,6,5,TA,TA,TA,TA,2.5,0
1337,5,5,TA,TA,TA,No_Feature,2.0,0
1338,4,4,TA,TA,Fa,No_Feature,1.0,1
1339,7,5,Gd,TA,Gd,No_Feature,3.5,0
1340,5,7,TA,Gd,TA,No_Feature,1.0,0
1341,4,5,TA,TA,TA,No_Feature,1.0,0
1342,6,5,TA,TA,Gd,No_Feature,2.0,1
1343,8,5,Gd,TA,Gd,Gd,2.5,0
1344,6,6,TA,TA,TA,TA,1.5,1
1345,7,5,Gd,TA,Gd,TA,2.5,0
1346,4,4,TA,TA,Fa,No_Feature,1.0,1
1347,7,7,TA,TA,TA,Gd,2.0,1
1348,8,5,Gd,TA,Gd,Gd,3.0,1
1349,7,5,Gd,TA,Gd,Fa,3.0,0
1350,8,5,TA,Gd,TA,No_Feature,2.0,1
1351,5,5,TA,TA,TA,No_Feature,4.5,0
1352,6,6,TA,TA,TA,Gd,1.5,0
1353,6,9,Gd,TA,TA,No_Feature,1.0,1
1354,8,5,Gd,TA,Gd,Ex,3.5,1
1355,7,5,Gd,TA,Gd,TA,3.5,0
1356,7,6,TA,TA,Gd,TA,3.0,1
1357,5,5,TA,TA,TA,No_Feature,1.0,0
1358,5,6,TA,TA,TA,Fa,2.5,1
1359,6,5,Gd,TA,Gd,No_Feature,2.5,0
1360,9,5,Gd,TA,Ex,Gd,3.0,1
1361,5,6,TA,TA,TA,No_Feature,3.5,1
1362,7,5,Gd,TA,Gd,Gd,3.0,0
1363,4,4,TA,Gd,TA,Gd,2.0,1
1364,6,5,TA,TA,Gd,Gd,2.5,1
1365,7,5,Gd,TA,Gd,No_Feature,2.5,0
1366,7,5,Gd,TA,Gd,No_Feature,3.5,0
1367,7,5,Gd,TA,Gd,No_Feature,3.5,0
1368,5,6,TA,TA,TA,TA,2.0,0
1369,6,5,Gd,TA,Gd,No_Feature,2.0,1
1370,8,5,Gd,TA,Gd,TA,3.0,0
1371,4,6,Fa,TA,TA,No_Feature,1.0,1
1372,6,6,TA,TA,Gd,TA,2.0,1
1373,7,6,TA,TA,Gd,TA,3.5,0
1374,10,5,Ex,TA,Ex,Gd,3.5,1
1375,7,5,Gd,TA,Gd,Gd,2.5,0
1376,8,5,Gd,TA,Gd,Gd,2.0,0
1377,6,5,TA,TA,TA,No_Feature,1.0,1
1378,5,5,TA,TA,TA,No_Feature,2.0,1
1379,6,5,TA,TA,TA,No_Feature,1.5,0
1380,5,5,TA,TA,Gd,No_Feature,2.5,1
1381,3,3,TA,Fa,TA,No_Feature,2.0,1
1382,6,7,TA,TA,TA,Gd,2.5,0
1383,7,7,TA,TA,Gd,No_Feature,2.5,1
1384,5,7,TA,Gd,Gd,No_Feature,2.0,1
1385,6,5,TA,TA,TA,No_Feature,1.0,1
1386,4,8,TA,Gd,Gd,No_Feature,2.0,1
1387,7,5,TA,TA,Gd,TA,4.5,0
1388,6,7,TA,Gd,Gd,Gd,2.0,1
1389,9,5,Ex,TA,Ex,Gd,3.0,1
1390,6,6,TA,Gd,TA,Gd,1.5,1
1391,7,5,Gd,TA,Gd,No_Feature,3.0,0
1392,5,5,TA,TA,TA,No_Feature,2.0,0
1393,5,5,TA,TA,TA,Po,2.0,0
1394,6,7,TA,TA,TA,TA,2.0,1
1395,7,5,Gd,TA,Gd,Gd,3.0,0
1396,8,5,Gd,TA,Gd,Gd,2.5,1
1397,5,5,TA,TA,TA,TA,2.0,1
1398,5,8,TA,TA,TA,No_Feature,1.5,1
1399,5,4,TA,TA,TA,No_Feature,2.5,1
1400,6,6,TA,TA,Gd,Gd,2.5,1
1401,6,7,TA,TA,TA,Gd,1.0,1
1402,6,5,TA,TA,TA,TA,3.5,0
1403,7,5,Gd,TA,Gd,Gd,2.0,0
1404,8,5,Gd,TA,Gd,No_Feature,3.0,0
1405,3,4,TA,TA,TA,No_Feature,1.0,1
1406,8,5,Gd,TA,Gd,Gd,3.5,1
1407,5,7,TA,TA,TA,No_Feature,2.0,1
1408,5,5,TA,TA,TA,No_Feature,2.0,0
1409,4,7,TA,TA,TA,No_Feature,1.0,1
1410,7,6,TA,Gd,TA,TA,2.5,1
1411,7,5,Gd,TA,Gd,No_Feature,3.5,0
1412,6,8,TA,Gd,TA,No_Feature,1.5,1
1413,4,5,TA,TA,TA,No_Feature,2.0,1
1414,8,5,Gd,TA,Gd,Gd,3.0,1
1415,6,7,TA,TA,Gd,Gd,1.5,1
1416,7,5,Gd,TA,Gd,TA,2.5,0
1417,4,6,TA,TA,TA,No_Feature,2.0,1
1418,8,5,Gd,TA,Gd,TA,3.5,0
1419,5,5,TA,TA,TA,No_Feature,2.5,0
1420,6,5,Gd,Gd,Gd,TA,3.0,0
1421,6,6,TA,TA,TA,TA,2.5,0
1422,6,5,TA,TA,TA,Fa,2.0,0
1423,6,5,Gd,TA,Gd,No_Feature,2.0,0
1424,6,7,Gd,Gd,Gd,Gd,2.0,0
1425,5,5,TA,TA,TA,TA,2.0,1
1426,6,6,Gd,TA,Gd,No_Feature,1.0,0
1427,7,5,Gd,TA,Gd,TA,3.5,0
1428,5,6,TA,TA,TA,TA,2.5,1
1429,5,7,TA,Gd,Gd,Gd,2.0,1
1430,6,7,Gd,Gd,Gd,TA,2.0,0
1431,5,5,Gd,TA,TA,Gd,2.5,0
1432,6,6,TA,TA,TA,No_Feature,2.0,0
1433,4,6,TA,TA,TA,No_Feature,2.0,1
1434,6,5,TA,TA,TA,TA,3.5,0
1435,5,5,TA,TA,TA,Gd,3.0,0
1436,6,9,Gd,Gd,Gd,Gd,2.5,1
1437,4,6,TA,TA,TA,No_Feature,1.0,0
1438,8,5,Ex,TA,Ex,Gd,3.0,0
1439,6,7,TA,TA,TA,No_Feature,2.0,1
1440,7,6,TA,TA,TA,TA,2.5,0
1441,6,7,TA,TA,TA,Gd,2.0,1
1442,6,5,Gd,TA,Gd,TA,2.0,0
1443,10,5,Ex,TA,Ex,Ex,3.5,0
1444,6,6,TA,TA,Fa,Gd,1.0,1
1445,7,5,Gd,TA,Gd,No_Feature,2.0,0
1446,6,5,TA,TA,TA,No_Feature,2.0,0
1447,5,7,TA,TA,TA,No_Feature,1.0,0
1448,8,5,Gd,TA,Gd,TA,3.5,1
1449,4,7,TA,TA,TA,No_Feature,1.5,1
1450,5,7,TA,TA,Ex,No_Feature,2.0,0
1451,5,5,TA,TA,TA,No_Feature,3.0,0
1452,8,5,Gd,TA,Ex,Gd,2.0,1
1453,5,5,TA,TA,TA,No_Feature,2.0,0
1454,5,5,TA,TA,TA,No_Feature,1.0,0
1455,7,5,Gd,TA,Gd,No_Feature,3.0,1
1456,6,5,TA,TA,TA,TA,2.5,1
1457,6,6,TA,TA,TA,TA,3.0,1
1458,7,9,Ex,Gd,Gd,Gd,2.0,1
1459,5,6,TA,TA,Gd,No_Feature,2.0,1
1460,5,6,Gd,TA,TA,No_Feature,2.5,0
