Id,SalePrice,LotFrontage,LotArea,GrLivArea,TotalSF,YearBuilt,YearRemodAdd,HouseAge,YearsSinceRemodel,MoSold,YrSold
846,171000,69.0,16647,1701,3091,1975,1981,32,26,1,2007
847,213000,75.0,9317,1775,2515,1993,1993,16,16,7,2009
848,133500,36.0,15523,864,1728,1972,1972,37,37,8,2009
849,240000,75.0,45600,2358,3265,1908,1997,100,11,9,2008
850,187000,80.0,9600,1855,2383,1976,1994,31,13,8,2007
851,131500,36.0,4435,848,1696,2003,2003,4,4,11,2007
852,215000,69.0,3196,1456,2729,2003,2003,3,3,5,2006
853,164000,53.0,7128,1646,2564,1941,1950,66,57,8,2007
854,158000,69.0,12095,1445,2572,1964,1964,45,45,8,2009
855,170000,102.0,17920,1779,3542,1955,1974,51,32,7,2006
856,127000,69.0,6897,1040,2080,1962,2010,48,0,4,2010
857,147000,69.0,10970,1026,1966,1978,1978,30,30,10,2008
858,174000,65.0,8125,1481,2183,1994,1995,15,14,3,2009
859,152000,80.0,10400,1370,2460,1976,1976,33,33,6,2009
860,250000,69.0,11029,2654,3708,1968,1984,38,22,8,2006
861,189950,55.0,7642,1426,2338,1918,1998,89,9,6,2007
862,131500,75.0,11625,1039,2078,1965,1965,45,45,4,2010
863,152000,81.0,9672,1097,2137,1984,1985,26,25,5,2010
864,132500,70.0,7931,1148,2296,1959,1959,50,50,7,2009
865,250580,72.0,8640,1372,2744,2007,2008,1,0,5,2008
866,148500,69.0,8750,1002,2004,1970,1970,39,39,8,2009
867,248900,67.0,10656,1646,3284,2006,2007,1,0,11,2007
868,129000,85.0,6970,1120,2160,1961,1961,46,46,5,2007
869,169000,69.0,14762,2320,2267,1948,1950,58,56,5,2006
870,236000,80.0,9938,1949,2999,1993,1994,17,16,6,2010
871,109500,60.0,6600,894,1788,1962,1962,47,47,8,2009
872,200500,70.0,8750,1682,2486,1998,1998,12,12,6,2010
873,116000,74.0,8892,910,1015,1953,1996,55,12,10,2008
874,133000,60.0,12144,1268,1868,1949,1950,60,59,9,2009
875,66500,52.0,5720,1131,1807,1941,1950,68,59,8,2009
876,303477,75.0,9000,2610,3794,2007,2007,0,0,8,2007
877,132250,94.0,25286,1040,2104,1963,1963,44,44,1,2007
878,350000,74.0,8834,2224,3686,2004,2005,5,4,6,2009
879,148000,88.0,11782,1155,2264,1961,1995,49,15,6,2010
880,136500,69.0,7000,864,1728,1978,2005,31,4,7,2009
881,157000,60.0,7024,1090,2180,2005,2006,2,1,6,2007
882,187500,44.0,13758,1717,2873,1990,1991,17,16,4,2007
883,178000,69.0,9636,1593,2401,1992,1993,17,16,12,2009
884,118500,60.0,6204,2230,2544,1912,1950,94,56,3,2006
885,100000,65.0,7150,892,1784,1967,1967,42,42,7,2009
886,328900,50.0,5119,1709,3407,1999,2000,9,8,1,2008
887,145000,70.0,8393,1712,3338,1959,2005,47,1,6,2006
888,135500,59.0,16466,1393,2209,1955,1955,53,53,4,2008
889,268000,95.0,15865,2217,4434,1970,1970,37,37,10,2007
890,149500,128.0,12160,1505,3010,1953,1953,56,56,2,2009
891,122900,60.0,8064,924,1596,1949,2006,58,1,7,2007
892,172500,70.0,11184,1683,2601,1978,1978,31,31,7,2009
893,154500,70.0,8414,1068,2127,1963,2003,43,3,2,2006
894,165000,69.0,13284,1383,2766,1954,1954,54,54,6,2008
895,118858,64.0,7018,1535,1535,1979,1979,30,30,6,2009
896,140000,71.0,7056,1796,2576,1963,1963,45,45,10,2008
897,106500,50.0,8765,951,1902,1936,1950,70,56,4,2006
898,142953,64.0,7018,2240,2240,1979,1979,30,30,6,2009
899,611657,100.0,12919,2364,4694,2009,2010,1,0,3,2010
900,135000,65.0,6993,1236,2148,1961,1994,45,12,6,2006
901,110000,69.0,7340,858,1716,1971,1971,36,36,6,2007
902,153000,64.0,8712,1306,2298,1957,2000,52,9,5,2009
903,180000,63.0,7875,1509,2292,2003,2003,3,3,7,2006
904,240000,50.0,14859,1670,3340,2006,2006,0,0,8,2006
905,125500,69.0,6173,902,1778,1967,1967,40,40,8,2007
906,128000,80.0,9920,1063,2119,1954,1954,56,56,2,2010
907,255000,116.0,13501,1636,3259,2006,2006,1,1,6,2007
908,250000,86.0,11500,2057,3074,1936,1987,70,19,6,2006
909,131000,69.0,8885,902,1766,1983,1983,23,23,6,2006
910,174000,149.0,12589,1484,2226,2005,2005,4,4,6,2009
911,154300,80.0,11600,2274,3379,1960,1960,50,50,1,2010
912,143500,69.0,9286,1268,2536,1977,1989,32,20,10,2009
913,88000,51.0,6120,1015,1783,1925,1950,81,56,7,2006
914,145000,82.0,6270,2002,3003,1949,1950,58,57,8,2007
915,173733,30.0,3000,1224,1836,2009,2009,0,0,6,2009
916,75000,21.0,2001,1092,1638,1970,1970,37,37,1,2007
917,35311,50.0,9000,480,960,1949,1950,57,56,10,2006
918,135000,69.0,17140,1229,2363,1956,1956,53,53,4,2009
919,238000,103.0,13125,2127,3231,1991,1991,16,16,11,2007
920,176500,87.0,11029,1414,2598,1958,2002,50,6,5,2008
921,201000,70.0,8462,1721,2649,1994,1994,13,13,7,2007
922,145900,67.0,8777,2200,3472,1900,2003,108,5,9,2008
923,169990,65.0,10237,1316,2632,2005,2006,1,0,10,2006
924,193000,50.0,8012,1617,3221,1993,1994,15,14,7,2008
925,207500,79.0,10240,1686,3372,1980,1980,26,26,5,2006
926,175000,69.0,15611,1126,2252,1977,1977,31,31,3,2008
927,285000,93.0,11999,2374,3555,2003,2004,4,3,5,2007
928,176000,69.0,9900,1978,2810,1968,1968,40,40,4,2008
929,236500,69.0,11838,1788,3541,2001,2001,8,8,6,2009
930,222000,69.0,13006,2236,3200,1997,1997,9,9,11,2006
931,201000,73.0,8925,1466,2932,2007,2007,2,2,7,2009
932,117500,70.0,9100,925,1850,1965,1965,44,44,7,2009
933,320000,84.0,11670,1905,3810,2006,2006,1,1,3,2007
934,190000,63.0,8487,1500,3000,2004,2004,5,5,8,2009
935,242000,313.0,27650,2069,2654,1960,2007,48,1,11,2008
936,79900,52.0,5825,747,1347,1926,1953,80,53,6,2006
937,184900,67.0,10083,1200,2376,2003,2003,6,6,8,2009
938,253000,75.0,9675,1971,3084,2005,2005,4,4,2,2009
939,239799,73.0,8760,1962,3353,2006,2006,0,0,8,2006
940,244400,69.0,24090,2403,3435,1940,1950,70,60,6,2010
941,150900,55.0,12640,1728,3456,1976,1976,30,30,7,2006
942,214000,69.0,8755,2060,3052,1999,1999,10,10,6,2009
943,150000,42.0,7711,1440,2880,1977,1977,30,30,8,2007
944,143000,100.0,25000,1632,3264,1967,1967,40,40,6,2007
945,137500,69.0,14375,1344,2163,1958,1958,51,51,1,2009
946,124900,98.0,8820,1869,2837,1890,1996,119,13,9,2009
947,143000,70.0,8163,1144,2288,1959,1959,47,47,3,2006
948,270000,85.0,14536,1629,3245,2002,2003,5,4,11,2007
949,192500,65.0,14006,1776,2712,2002,2002,4,4,2,2006
950,197500,78.0,9360,1381,2542,1972,2006,38,4,3,2010
951,129000,60.0,7200,864,1728,1950,2002,57,5,7,2007
952,119900,60.0,7800,965,1793,1965,1965,41,41,7,2006
953,133900,60.0,7200,768,1536,1972,2003,37,6,4,2009
954,172000,69.0,11075,1968,2752,1969,1969,39,39,9,2008
955,127500,35.0,9400,980,1925,1975,1975,31,31,10,2006
956,145000,82.0,7136,1958,2937,1946,1950,61,57,8,2007
957,124000,24.0,1300,1229,1790,1980,1980,29,29,5,2009
958,132000,70.0,7420,1057,2114,1962,1962,45,45,4,2007
959,185000,65.0,8450,1337,2674,2003,2003,4,4,10,2007
960,155000,24.0,2572,1416,2112,1999,1999,11,11,5,2010
961,116500,50.0,7207,858,1716,1958,2008,52,2,2,2010
962,272000,69.0,12227,2872,4202,1977,1995,31,13,7,2008
963,155000,24.0,2308,1548,2352,1976,1976,31,31,7,2007
964,239000,122.0,11923,1800,3600,2007,2007,2,2,5,2009
965,214900,80.0,11316,1894,2711,2002,2003,8,7,2,2010
966,178900,65.0,10237,1484,2267,2005,2007,2,0,7,2007
967,160000,130.0,9600,1308,2036,1940,1950,69,59,6,2009
968,135000,69.0,7390,1098,2196,1955,1955,53,53,7,2008
969,37900,50.0,5925,968,1568,1910,1950,99,59,5,2009
970,140000,75.0,10382,1095,1683,1958,1958,48,48,3,2006
971,135000,60.0,10800,1192,1912,1949,1950,57,56,12,2006
972,173000,36.0,2268,1626,2390,2003,2004,6,5,7,2009
973,99500,55.0,7892,918,1836,1979,1979,31,31,4,2010
974,182000,95.0,11639,1428,2856,2007,2008,1,0,12,2008
975,167500,60.0,11414,2019,2747,1910,1993,99,16,10,2009
976,165000,69.0,2651,1382,2055,2000,2000,6,6,4,2006
977,85500,51.0,5900,869,1309,1923,1958,83,48,8,2006
978,199900,35.0,4274,1241,2482,2006,2007,1,0,11,2007
979,110000,68.0,9450,894,1788,1954,1954,53,53,5,2007
980,139000,80.0,8816,1121,2242,1963,1963,46,46,6,2009
981,178400,69.0,12122,999,1943,1961,2007,47,1,7,2008
982,336000,98.0,12203,2612,3837,1998,1999,11,10,7,2009
983,159895,43.0,3182,1266,2532,2007,2007,1,1,3,2008
984,255900,69.0,11250,2290,3418,2002,2002,6,6,5,2008
985,126000,75.0,10125,1734,1734,1977,1977,32,32,8,2009
986,125000,68.0,10880,1164,2328,1950,1950,58,58,8,2008
987,117000,59.0,5310,1635,2120,1910,2003,96,3,6,2006
988,395192,83.0,10159,1940,3870,2009,2010,1,0,4,2010
989,195000,69.0,12046,2030,2878,1976,1976,31,31,6,2007
990,197000,65.0,8125,1576,2346,2006,2006,0,0,8,2006
991,348000,82.0,9452,2392,3788,1997,1998,9,8,6,2006
992,168000,121.0,17671,1742,2658,1882,1986,127,23,11,2009
993,187000,80.0,9760,1851,2673,1964,1993,43,14,7,2007
994,173900,68.0,8846,1500,2250,2005,2006,1,0,8,2006
995,337500,96.0,12456,1718,3418,2006,2007,3,2,7,2009
996,121600,51.0,4712,1230,1977,1946,1950,60,56,8,2006
997,136500,69.0,10659,1050,2100,1961,1961,45,45,1,2006
998,185000,69.0,11717,1442,2884,1970,1970,39,39,2,2009
999,91000,60.0,9786,1077,2084,1922,1950,84,56,5,2006
1000,206000,64.0,6762,1208,2395,2006,2006,4,4,2,2010
1001,82000,74.0,10206,944,944,1952,1952,57,57,7,2009
1002,86000,60.0,5400,691,1382,1920,1950,87,57,1,2007
1003,232000,75.0,11957,1574,3148,2006,2006,2,2,7,2008
1004,136905,69.0,11500,1680,3360,1976,1976,31,31,6,2007
1005,181000,43.0,3182,1504,2850,2005,2006,4,3,5,2009
1006,149900,65.0,8385,985,1970,1977,1977,31,31,11,2008
1007,163500,69.0,12155,1657,3314,1970,1970,37,37,3,2007
1008,88000,21.0,2217,1092,1638,1970,1970,39,39,8,2009
1009,240000,43.0,12118,1710,3420,2004,2005,5,4,4,2009
1010,102000,60.0,6000,1522,2016,1926,1950,80,56,6,2006
1011,135000,115.0,21286,1271,1991,1948,1950,60,58,8,2008
1012,100000,75.0,9825,1664,1664,1965,1965,45,45,5,2010
1013,165000,55.0,10592,1502,2104,1923,1996,84,11,8,2007
1014,85000,60.0,7200,1022,2044,1910,2006,99,3,6,2009
1015,119200,60.0,11664,1082,2164,1948,1950,59,57,11,2007
1016,227000,70.0,8400,1665,2475,2001,2001,8,8,11,2009
1017,203000,73.0,11883,1504,3008,1996,1996,13,13,6,2009
1018,187500,69.0,5814,1360,2580,1984,1984,25,25,8,2009
1019,160000,69.0,10784,1472,1856,1991,1992,16,15,5,2007
1020,213490,43.0,3013,1506,2868,2005,2005,1,1,4,2006
1021,176000,60.0,7024,1132,2264,2005,2005,3,3,6,2008
1022,194000,64.0,7406,1220,2419,2006,2006,0,0,7,2006
1023,87000,52.0,9439,1248,2160,1930,1950,77,57,3,2007
1024,191000,43.0,3182,1504,2850,2005,2006,3,2,5,2008
1025,287000,69.0,15498,2898,4463,1976,1976,32,32,5,2008
1026,112500,70.0,7700,882,1764,1972,1972,35,35,3,2007
1027,167500,73.0,9300,1264,2532,1960,1960,50,50,4,2010
1028,293077,71.0,9520,1646,3284,2007,2008,1,0,4,2008
1029,105000,79.0,9492,1376,2144,1941,1950,66,57,4,2007
1030,118000,21.0,1680,1218,1890,1972,1972,34,34,5,2006
1031,160000,69.0,7082,1928,2614,1916,1995,90,11,7,2006
1032,197000,102.0,15863,3082,3509,1920,1970,89,39,8,2009
1033,310000,69.0,14541,2520,3858,1993,1993,13,13,11,2006
1034,230000,69.0,8125,1654,3308,2002,2002,4,4,2,2006
1035,119750,50.0,6305,954,1874,1938,1950,69,57,6,2007
1036,84000,69.0,11500,845,845,1957,1957,52,52,1,2009
1037,315500,89.0,12898,1620,3240,2007,2008,2,1,9,2009
1038,287000,69.0,9240,2263,3318,2001,2002,7,6,9,2008
1039,97000,21.0,1533,1344,1890,1970,2008,39,1,5,2009
1040,80000,21.0,1477,630,1260,1970,1970,39,39,4,2009
1041,155000,88.0,13125,1803,2937,1957,2000,49,6,1,2006
1042,173000,69.0,9130,1632,2432,1966,2000,42,8,7,2008
1043,196000,34.0,5381,1306,2612,2005,2005,4,4,8,2009
1044,262280,86.0,11839,2329,3804,1990,1990,18,18,5,2008
1045,278000,80.0,9600,2524,5048,1981,1981,28,28,7,2009
1046,139600,69.0,13680,1733,1733,1955,1955,54,54,6,2009
1047,556581,85.0,16056,2868,4860,2005,2006,1,0,7,2006
1048,145000,57.0,9245,990,1980,1994,1995,14,13,2,2008
1049,115000,100.0,21750,1771,1771,1960,2006,49,3,11,2009
1050,84900,60.0,11100,930,930,1946,2006,64,4,4,2010
1051,176485,73.0,8993,1302,2604,2007,2007,0,0,8,2007
1052,200141,103.0,11175,1316,2632,2007,2007,0,0,10,2007
1053,165000,100.0,9500,1977,2793,1964,1978,43,29,6,2007
1054,144500,68.0,8562,1526,2742,1957,2002,53,8,5,2010
1055,255000,90.0,11367,1989,3054,2002,2002,4,4,11,2006
1056,180000,104.0,11361,1523,2716,1976,1976,32,32,5,2008
1057,185850,43.0,7052,1364,2728,2005,2005,1,1,6,2006
1058,248000,69.0,29959,1850,2823,1994,1994,15,15,1,2009
1059,335000,96.0,11308,2184,3288,2008,2008,1,1,7,2009
1060,220000,69.0,11275,1991,2845,1932,1950,75,57,3,2007
1061,213500,41.0,4920,1338,2676,2001,2001,9,9,4,2010
1062,81000,120.0,18000,894,1788,1935,1950,73,58,8,2008
1063,90000,85.0,13600,2337,2999,1900,1950,107,57,9,2007
1064,110500,50.0,6000,1103,2206,1925,1980,81,26,7,2006
1065,154000,69.0,11000,1154,2308,1966,1966,43,43,11,2009
1066,328000,80.0,14000,2260,3566,1996,1997,14,13,4,2010
1067,178000,59.0,7837,1571,2370,1993,1994,16,15,5,2009
1068,167900,80.0,9760,1611,2391,1964,1964,44,44,6,2008
1069,151400,42.0,3964,2521,3463,1973,1973,33,33,6,2006
1070,135000,60.0,9600,893,1738,1949,2003,58,4,5,2007
1071,135000,72.0,10152,1048,2096,1956,1956,51,51,6,2007
1072,154000,78.0,11700,1556,2283,1968,1968,41,41,5,2009
1073,91500,50.0,7585,1456,2266,1948,1950,58,56,8,2006
1074,159500,75.0,7950,1426,2116,1977,1977,32,32,7,2009
1075,194000,74.0,8556,1240,2480,2006,2006,1,1,5,2007
1076,219500,75.0,13125,1740,2540,1940,1984,67,23,7,2007
1077,170000,60.0,10800,1466,2262,1936,1989,70,17,4,2006
1078,138800,69.0,15870,1096,2192,1969,1969,37,37,3,2006
1079,155900,37.0,4435,848,1696,2004,2004,2,2,5,2006
1080,126000,65.0,8775,990,1980,1994,1994,13,13,4,2007
1081,145000,80.0,11040,1258,2516,1971,2004,37,4,10,2008
1082,133000,75.0,7500,1040,2080,1963,1963,47,47,6,2010
1083,192000,70.0,8749,1459,2918,2002,2002,5,5,9,2007
1084,160000,80.0,8800,1251,2502,1964,1964,42,42,3,2006
1085,187500,69.0,13031,1498,2189,1995,1996,11,10,7,2006
1086,147000,73.0,9069,996,1932,1992,1992,18,18,4,2010
1087,83500,69.0,1974,1092,1638,1973,1973,37,37,5,2010
1088,252000,85.0,10574,1953,3035,2005,2006,4,3,5,2009
1089,137500,24.0,2522,1709,2679,2004,2004,2,2,4,2006
1090,197000,37.0,3316,1247,2494,2005,2005,1,1,4,2006
1091,92900,60.0,8544,1040,1040,1950,1950,59,59,6,2009
1092,160000,24.0,2160,1252,1852,1999,2000,9,8,3,2008
1093,136500,60.0,8400,1694,2875,1925,1950,83,58,6,2008
1094,146000,71.0,9230,1200,2064,1965,1998,41,8,10,2006
1095,129000,74.0,5868,936,1872,1956,2000,54,10,5,2010
1096,176432,78.0,9317,1314,2628,2006,2006,1,1,3,2007
1097,127000,60.0,6882,1355,2039,1914,2006,93,1,3,2007
1098,170000,69.0,3696,1088,2162,1986,1986,21,21,10,2007
1099,128000,50.0,6000,1324,1996,1936,1950,73,59,7,2009
1100,157000,82.0,11880,1601,2872,1978,1978,31,31,4,2009
1101,60000,60.0,8400,438,728,1920,1950,89,59,1,2009
1102,119500,61.0,9758,950,1900,1971,1971,36,36,7,2007
1103,135000,70.0,7000,1134,2144,1960,2002,47,5,4,2007
1104,159500,79.0,8910,1194,1849,1959,1959,47,47,7,2006
1105,106000,24.0,2016,1302,1932,1970,1970,37,37,4,2007
1106,325000,98.0,12256,2622,4085,1994,1995,16,15,4,2010
1107,179900,114.0,10357,1442,2352,1990,1991,17,16,5,2007
1108,274725,168.0,23257,2021,2889,2006,2006,0,0,9,2006
1109,181000,69.0,8063,1690,2614,2000,2000,7,7,11,2007
1110,280000,107.0,11362,1836,3672,2004,2005,5,4,3,2009
1111,188000,69.0,8000,1658,2431,1995,1996,13,12,6,2008
1112,205000,80.0,10480,1964,2767,1976,1976,32,32,9,2008
1113,129900,73.0,7100,816,1632,1957,1957,49,49,7,2006
1114,134500,66.0,8923,1008,2016,1953,2006,54,1,5,2007
1115,117000,90.0,5400,833,1666,1954,2000,52,6,8,2006
1116,318000,93.0,12085,1734,3468,2007,2007,0,0,11,2007
1117,184100,69.0,7750,1419,1827,2002,2002,7,7,3,2009
1118,130000,57.0,9764,894,1788,1967,2003,41,5,5,2008
1119,140000,85.0,13825,1601,2134,1958,1987,50,21,12,2008
1120,133700,70.0,7560,1040,2080,1959,1959,47,47,7,2006
1121,118400,59.0,8263,1012,2024,1920,1950,87,57,5,2007
1122,212900,84.0,10084,1552,3104,2005,2006,1,0,7,2006
1123,112000,69.0,8926,960,1632,1956,1956,53,53,10,2009
1124,118000,50.0,9405,698,1396,1947,2008,62,1,6,2009
1125,163900,69.0,9125,1482,1866,1992,1992,15,15,7,2007
1126,115000,60.0,10434,1005,2010,1955,1955,54,54,11,2009
1127,174000,53.0,3684,1555,2928,2007,2007,2,2,6,2009
1128,259000,182.0,14572,1530,3060,2004,2004,3,3,11,2007
1129,215000,59.0,11796,1959,2806,2004,2005,3,2,7,2007
1130,140000,60.0,7200,936,1872,1980,1980,27,27,8,2007
1131,135000,65.0,7804,1981,3103,1928,1950,81,59,12,2009
1132,93500,63.0,10712,974,1948,1991,1992,16,15,9,2007
1133,117500,90.0,9900,2210,3218,1880,1950,127,57,5,2007
1134,239500,80.0,9828,2020,3148,1995,1995,14,14,6,2009
1135,169000,57.0,8773,1600,2516,1997,1997,10,10,8,2007
1136,102000,60.0,6180,986,1946,1926,1950,81,57,5,2007
1137,119000,80.0,9600,1252,2284,1950,1950,58,58,4,2008
1138,94000,54.0,6342,1020,1800,1875,1996,135,14,5,2010
1139,196000,69.0,9819,1567,3134,1977,1977,32,32,5,2009
1140,144000,98.0,8731,1167,2082,1920,1950,87,57,5,2007
1141,139000,60.0,7350,952,1904,1951,1951,57,57,6,2008
1142,197500,69.0,10304,1868,2648,1976,1976,33,33,10,2009
1143,424870,77.0,9965,2828,4294,2006,2007,1,0,4,2007
1144,80000,69.0,9000,1006,2012,1959,1959,49,49,7,2008
1145,80000,60.0,12180,924,1596,1941,1950,69,60,7,2010
1146,149000,52.0,6240,1576,2618,1928,1950,78,56,8,2006
1147,180000,69.0,11200,1298,2596,1985,1985,21,21,5,2006
1148,174500,75.0,12000,1564,2268,1941,1950,68,59,7,2009
1149,116900,69.0,5700,1111,1683,1926,1950,82,58,8,2008
1150,143000,50.0,9000,1482,2132,1920,1988,89,21,7,2009
1151,124000,57.0,8280,932,1864,1950,1950,57,57,11,2007
1152,149900,134.0,17755,1466,2932,1959,1959,47,47,11,2006
1153,230000,90.0,14115,1811,2884,1956,2004,50,2,7,2006
1154,120500,69.0,5890,816,1632,1930,2007,78,1,6,2008
1155,201800,69.0,13700,1820,2684,1965,1988,43,20,5,2008
1156,218000,90.0,10768,1437,2874,1976,2004,31,3,7,2007
1157,179900,85.0,9350,1265,2484,1965,1999,43,9,10,2008
1158,230000,34.0,5001,1314,2628,2007,2008,2,1,7,2009
1159,235128,92.0,11932,1580,3160,2007,2008,1,0,6,2008
1160,185000,76.0,9120,1876,2777,1974,1974,34,34,7,2008
1161,146000,24.0,2280,1456,2311,1978,1978,32,32,7,2010
1162,224000,69.0,14778,1640,2936,1954,2006,54,2,11,2008
1163,129000,109.0,8724,894,1788,1968,1968,39,39,5,2007
1164,108959,60.0,12900,1258,2456,1969,1969,39,39,1,2008
1165,194000,69.0,16157,1432,2792,1978,1978,29,29,6,2007
1166,233170,79.0,9541,1502,3004,2009,2009,0,0,9,2009
1167,245350,64.0,10475,1694,3388,2008,2008,2,2,2,2010
1168,173000,58.0,10852,1671,2630,2000,2000,6,6,2,2006
1169,235000,120.0,13728,2108,3235,1935,1986,73,22,7,2008
1170,625000,118.0,35760,3627,5557,1995,1996,11,10,7,2006
1171,171000,76.0,9880,1118,2214,1977,1977,31,31,7,2008
1172,163000,76.0,9120,1261,2522,1958,1958,50,50,11,2008
1173,171900,35.0,4017,1250,1875,2006,2007,2,1,3,2008
1174,200500,138.0,18030,3086,4205,1946,1994,61,13,3,2007
1175,239000,80.0,16560,2345,3297,1932,1950,74,56,7,2006
1176,285000,85.0,10678,2872,4555,1992,2000,15,7,4,2007
1177,119500,37.0,6951,923,1799,1984,1985,24,23,10,2008
1178,115000,69.0,3950,1224,2042,1926,2004,83,5,12,2009
1179,154900,54.0,7681,1343,2074,1921,1950,88,59,7,2009
1180,93000,77.0,8335,1124,1124,1954,1954,52,52,4,2006
1181,250000,69.0,11170,2514,3730,1990,1991,16,15,4,2006
1182,392500,64.0,5587,1652,3252,2008,2008,0,0,11,2008
1183,745000,160.0,15623,4476,6872,1996,1996,11,11,7,2007
1184,120000,60.0,10800,1130,2250,1920,1950,86,56,6,2006
1185,186700,50.0,35133,1572,3144,1963,1963,44,44,5,2007
1186,104900,60.0,9738,1221,2005,1924,1950,82,56,3,2006
1187,95000,107.0,10615,1699,2677,1900,1970,109,39,8,2009
1188,262000,89.0,12461,1624,3248,1994,1995,12,11,7,2006
1189,195000,68.0,8935,1660,2491,2002,2002,7,7,7,2009
1190,189000,60.0,7500,1804,2798,1999,1999,11,11,6,2010
1191,168000,69.0,32463,1622,2871,1961,1975,46,32,3,2007
1192,174000,24.0,2645,1441,2217,1999,2000,8,7,11,2007
1193,125000,60.0,9600,1472,2174,1925,1994,82,13,7,2007
1194,165000,69.0,4500,1224,2448,1999,1999,10,10,6,2009
1195,158000,80.0,9364,1352,2015,1969,1969,41,41,3,2010
1196,176000,51.0,8029,1456,2184,2005,2005,3,3,7,2008
1197,219210,58.0,14054,1863,2742,2006,2006,0,0,11,2006
1198,144000,65.0,8850,1690,2505,1916,1950,90,56,7,2006
1199,178000,70.0,9100,1212,2424,2001,2001,8,8,6,2009
1200,148000,75.0,11235,1382,2433,1963,1979,43,27,10,2006
1201,116050,71.0,9353,864,1728,1970,1970,36,36,7,2006
1202,197900,80.0,10400,1779,2645,1998,1998,11,11,3,2009
1203,117000,50.0,6000,1348,2232,1925,1997,84,12,5,2009
1204,213000,75.0,9750,1630,3260,2000,2001,9,8,10,2009
1205,153500,78.0,10140,1074,2130,1975,1975,31,31,7,2006
1206,271900,90.0,14684,2196,4354,1990,1991,19,18,6,2009
1207,107000,69.0,8900,1056,2112,1966,1966,40,40,11,2006
1208,200000,70.0,9135,1700,3382,2003,2003,3,3,5,2006
1209,140000,70.0,7763,1283,2214,1962,1980,46,28,10,2008
1210,290000,85.0,10182,1660,3320,2006,2006,0,0,5,2006
1211,189000,70.0,11218,1845,2900,1992,1992,18,18,5,2010
1212,164000,152.0,12134,1752,2311,1988,2005,22,5,6,2010
1213,113000,50.0,9340,672,1344,1941,1950,68,59,8,2009
1214,145000,69.0,10246,960,1608,1965,2001,41,5,5,2006
1215,134500,69.0,10205,999,1924,1962,1962,44,44,5,2006
1216,125000,99.0,7094,894,1788,1966,1966,41,41,5,2007
1217,112000,68.0,8930,1902,1902,1978,1978,32,32,4,2010
1218,229456,72.0,8640,1314,2614,2009,2009,0,0,9,2009
1219,80500,52.0,6240,912,912,1947,1950,59,56,7,2006
1220,91500,21.0,1680,1218,1890,1971,1971,35,35,4,2006
1221,115000,66.0,7800,912,1824,1964,1964,42,42,11,2006
1222,134000,55.0,8250,1211,2163,1968,1968,40,40,8,2008
1223,143000,78.0,10496,1846,2886,1949,1950,58,57,1,2007
1224,137900,89.0,10680,2136,4272,1951,1951,55,55,10,2006
1225,184000,60.0,15384,1490,2278,2004,2005,4,3,2,2008
1226,145000,65.0,10482,1138,1726,1958,1958,49,49,6,2007
1227,214000,86.0,14598,1933,2827,2007,2007,1,1,1,2008
1228,147000,72.0,8872,912,1824,1965,2008,43,0,12,2008
1229,367294,65.0,8769,1702,3404,2008,2008,0,0,10,2008
1230,127000,70.0,7910,1507,2582,1960,1960,48,48,8,2008
1231,190000,69.0,18890,2620,3981,1977,1977,30,30,8,2007
1232,132500,70.0,7728,1190,2296,1962,1962,44,44,5,2006
1233,101800,70.0,9842,1224,1224,1962,1962,45,45,3,2007
1234,142000,69.0,12160,1188,2376,1959,1959,51,51,5,2010
1235,130000,55.0,8525,1964,2904,1911,1950,97,58,11,2008
1236,138887,96.0,13132,1784,2531,1914,1950,92,56,7,2006
1237,175500,36.0,2628,1626,2390,2003,2003,7,7,6,2010
1238,195000,41.0,12393,1948,2795,2004,2005,2,1,9,2006
1239,142500,63.0,13072,1141,2282,2005,2005,1,1,3,2006
1240,265900,64.0,9037,1484,2960,2006,2006,1,1,12,2007
1241,224900,65.0,8158,1768,2652,2003,2003,5,5,7,2008
1242,248328,83.0,9849,1689,3378,2007,2007,0,0,6,2007
1243,170000,85.0,10625,1173,2226,1974,1974,36,36,1,2010
1244,465000,107.0,13891,2076,4152,2006,2006,0,0,9,2006
1245,230000,69.0,11435,1517,2309,1929,1950,77,56,6,2006
1246,178000,78.0,12090,1868,2453,1984,2003,23,4,1,2007
1247,186500,65.0,8125,1553,2309,2005,2006,1,0,3,2006
1248,169900,69.0,12328,1034,2046,1976,1976,34,34,5,2010
1249,129500,60.0,9600,2058,2793,1917,1950,91,58,4,2008
1250,119000,60.0,7200,988,1864,1950,1950,57,57,5,2007
1251,244000,93.0,11160,2110,4220,1968,1968,42,42,4,2010
1252,171750,69.0,3136,1405,2810,2003,2003,3,3,3,2006
1253,130000,62.0,9858,874,1738,1968,1968,41,41,11,2009
1254,294000,69.0,17542,2167,3359,1974,2003,33,4,7,2007
1255,165400,60.0,6931,1656,2402,2003,2004,5,4,7,2008
1256,127500,52.0,6240,1367,2251,1931,1950,76,57,11,2007
1257,301500,91.0,14303,1987,3973,1994,1994,14,14,8,2008
1258,99900,56.0,4060,864,1728,1922,1950,87,59,7,2009
1259,190000,59.0,9587,1166,2022,2005,2005,3,3,7,2008
1260,151000,65.0,9750,1054,2108,1969,1969,39,39,7,2008
1261,181000,69.0,24682,1675,2516,1999,1999,10,10,6,2009
