Property_ID,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,HasGarage
881,Attchd,2005.0,Fin,2,450,TA,TA,Y,1
882,Attchd,1990.0,RFn,2,400,TA,TA,Y,1
883,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,1
884,Detchd,1997.0,Unf,1,440,TA,Gd,Y,1
885,Attchd,1967.0,RFn,1,288,TA,TA,Y,1
886,Attchd,1999.0,Fin,2,506,TA,TA,Y,1
887,Attchd,2005.0,Fin,2,588,TA,TA,Y,1
888,Attchd,1955.0,Unf,1,300,TA,TA,Y,1
889,Attchd,1970.0,Unf,2,621,TA,TA,Y,1
890,Attchd,1953.0,RFn,2,505,TA,TA,Y,1
891,Detchd,2003.0,Unf,2,576,TA,TA,Y,1
892,Attchd,1978.0,RFn,2,440,TA,TA,Y,1
893,Attchd,1963.0,RFn,1,264,TA,TA,Y,1
894,Attchd,1954.0,Unf,1,354,TA,TA,Y,1
895,Attchd,1979.0,Unf,2,400,TA,TA,Y,1
896,Attchd,1963.0,RFn,2,483,TA,TA,Y,1
897,Detchd,1936.0,Unf,1,327,TA,TA,Y,1
898,Detchd,1979.0,Unf,2,528,TA,TA,Y,1
899,Attchd,2009.0,Fin,3,820,TA,TA,Y,1
900,Attchd,1961.0,Unf,1,288,TA,TA,Y,1
901,Detchd,1979.0,Unf,1,684,TA,TA,Y,1
902,Detchd,1968.0,Unf,1,756,TA,TA,Y,1
903,Attchd,2003.0,Fin,2,393,TA,TA,Y,1
904,Attchd,2006.0,RFn,3,690,TA,TA,Y,1
905,Attchd,1967.0,Unf,1,288,TA,TA,Y,1
906,Attchd,1954.0,RFn,1,280,TA,TA,Y,1
907,Attchd,2006.0,RFn,3,865,TA,TA,Y,1
908,Attchd,1936.0,Fin,1,180,Fa,TA,Y,1
909,Attchd,1983.0,Unf,2,484,TA,TA,Y,1
910,Attchd,2005.0,Fin,2,390,TA,TA,Y,1
911,Detchd,1960.0,Unf,2,480,TA,TA,Y,1
912,Detchd,1978.0,Unf,1,252,TA,TA,Y,1
913,Detchd,1925.0,Unf,1,450,TA,TA,Y,1
914,2Types,1949.0,Unf,3,871,TA,TA,Y,1
915,Detchd,2009.0,RFn,2,528,TA,TA,Y,1
916,Attchd,1970.0,Unf,1,286,TA,TA,Y,1
917,Detchd,1958.0,Unf,1,308,TA,TA,Y,1
918,Attchd,1956.0,RFn,1,284,TA,TA,Y,1
919,Attchd,1991.0,RFn,3,833,TA,TA,Y,1
920,Attchd,1990.0,Unf,2,601,TA,TA,Y,1
921,Attchd,1994.0,RFn,2,471,TA,TA,Y,1
922,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
923,Attchd,2005.0,Fin,2,397,TA,TA,Y,1
924,Attchd,1993.0,RFn,2,533,TA,TA,Y,1
925,Attchd,1980.0,Unf,2,612,TA,TA,Y,1
926,Attchd,1977.0,RFn,2,540,TA,TA,Y,1
927,BuiltIn,2003.0,Fin,3,656,TA,TA,Y,1
928,Attchd,1968.0,RFn,2,486,TA,TA,Y,1
929,Attchd,2001.0,RFn,2,522,TA,TA,Y,1
930,BuiltIn,1997.0,Fin,2,642,TA,TA,Y,1
931,Attchd,2007.0,Fin,3,610,TA,TA,Y,1
932,Detchd,1965.0,Unf,1,429,TA,TA,Y,1
933,Attchd,2006.0,Fin,3,788,TA,TA,Y,1
934,Attchd,2004.0,RFn,2,570,TA,TA,Y,1
935,Attchd,1960.0,RFn,2,505,TA,TA,Y,1
936,Detchd,1953.0,Unf,2,528,TA,TA,Y,1
937,Attchd,2003.0,RFn,2,555,TA,TA,Y,1
938,Attchd,2005.0,RFn,2,689,TA,TA,Y,1
939,Attchd,2006.0,RFn,3,868,TA,TA,Y,1
940,Attchd,1940.0,Unf,1,349,TA,TA,Y,1
941,Attchd,1976.0,Unf,2,574,TA,TA,Y,1
942,BuiltIn,1999.0,RFn,2,390,TA,TA,Y,1
943,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
944,Attchd,1967.0,Unf,2,576,TA,TA,P,1
945,Basment,1958.0,RFn,2,525,TA,TA,Y,1
946,Detchd,1963.0,Unf,2,456,TA,TA,Y,1
947,Attchd,1959.0,RFn,1,796,TA,TA,Y,1
948,Attchd,2002.0,Fin,3,808,TA,TA,Y,1
949,Attchd,2002.0,RFn,2,474,TA,TA,Y,1
950,Attchd,1972.0,RFn,2,676,TA,TA,Y,1
951,Detchd,1980.0,RFn,2,720,TA,TA,Y,1
952,Detchd,1979.0,Unf,1,300,TA,TA,Y,1
953,Detchd,1974.0,Fin,1,396,TA,TA,Y,1
954,Attchd,1969.0,RFn,2,530,TA,TA,Y,1
955,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
956,Attchd,1946.0,Unf,2,492,TA,TA,Y,1
957,Attchd,1980.0,Fin,2,462,TA,TA,Y,1
958,Detchd,1977.0,Fin,2,576,TA,TA,Y,1
959,Attchd,2003.0,RFn,2,531,TA,TA,Y,1
960,Detchd,1999.0,Unf,2,484,TA,TA,Y,1
961,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
962,Attchd,1977.0,Fin,2,619,TA,TA,Y,1
963,Detchd,1976.0,Unf,2,440,TA,TA,Y,1
964,Attchd,2007.0,Fin,2,702,TA,TA,Y,1
965,BuiltIn,2002.0,Fin,2,510,TA,TA,Y,1
966,Attchd,2005.0,Fin,2,393,TA,TA,Y,1
967,Detchd,1940.0,Unf,1,256,TA,TA,Y,1
968,Attchd,1955.0,Unf,1,260,TA,TA,Y,1
969,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
970,Attchd,1958.0,RFn,1,264,TA,TA,Y,1
971,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
972,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,1
973,Attchd,1979.0,Unf,1,264,TA,TA,Y,1
974,Attchd,2007.0,Fin,2,480,TA,TA,Y,1
975,Detchd,1997.0,Unf,2,532,TA,TA,Y,1
976,Detchd,2000.0,Unf,2,490,TA,TA,Y,1
977,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
978,Attchd,2007.0,Fin,2,569,TA,TA,Y,1
979,Detchd,1999.0,Unf,2,400,TA,TA,Y,1
980,Detchd,1963.0,Unf,2,480,TA,TA,Y,1
981,Attchd,1961.0,RFn,2,588,TA,TA,Y,1
982,Attchd,1998.0,Fin,3,676,TA,TA,Y,1
983,Attchd,2007.0,Fin,2,388,TA,TA,Y,1
984,Attchd,2002.0,Unf,2,779,TA,TA,Y,1
985,Attchd,1977.0,Unf,2,539,TA,TA,Y,1
986,Detchd,1950.0,Unf,1,240,TA,TA,Y,1
987,Attchd,1950.0,Unf,1,255,Fa,TA,Y,1
988,Attchd,2010.0,Fin,3,606,TA,TA,Y,1
989,Attchd,1976.0,Fin,2,551,TA,TA,Y,1
990,Attchd,2006.0,RFn,2,614,TA,TA,Y,1
991,Attchd,1997.0,Fin,3,870,TA,TA,Y,1
992,Attchd,1925.0,Unf,2,424,TA,TA,P,1
993,Attchd,1964.0,RFn,2,440,TA,TA,Y,1
994,Attchd,2005.0,RFn,2,564,TA,TA,Y,1
995,Attchd,2008.0,Fin,3,786,TA,TA,Y,1
996,Detchd,1946.0,Unf,1,305,TA,TA,Y,1
997,Attchd,1961.0,Unf,1,368,TA,TA,Y,1
998,Attchd,1970.0,RFn,2,615,TA,TA,Y,1
999,Detchd,1922.0,Unf,1,210,TA,Fa,P,1
1000,Attchd,2006.0,RFn,2,632,TA,TA,Y,1
1001,Detchd,1956.0,Unf,2,528,TA,Fa,Y,1
1002,Detchd,1920.0,Unf,1,216,Fa,TA,N,1
1003,Attchd,2006.0,RFn,3,824,TA,TA,Y,1
1004,Detchd,1976.0,Unf,2,528,TA,TA,Y,1
1005,Attchd,2005.0,Fin,2,457,TA,TA,Y,1
1006,Attchd,1977.0,Unf,1,328,TA,TA,Y,1
1007,Attchd,1970.0,Unf,2,484,TA,TA,Y,1
1008,Attchd,1970.0,RFn,1,286,TA,TA,Y,1
1009,Attchd,2004.0,Fin,2,550,TA,TA,Y,1
1010,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,P,0
1011,Attchd,1948.0,Unf,1,312,TA,TA,Y,1
1012,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1013,Detchd,1923.0,Unf,1,180,TA,TA,Y,1
1014,Detchd,1956.0,Unf,1,280,TA,TA,Y,1
1015,Detchd,1948.0,Unf,1,240,TA,TA,Y,1
1016,Attchd,2001.0,Fin,2,528,TA,TA,Y,1
1017,Attchd,1996.0,Fin,2,478,TA,TA,Y,1
1018,Attchd,1984.0,RFn,2,565,TA,TA,Y,1
1019,Attchd,1991.0,RFn,2,402,TA,TA,Y,1
1020,Attchd,2005.0,Fin,2,440,TA,TA,Y,1
1021,Attchd,2005.0,Fin,2,451,TA,TA,Y,1
1022,Attchd,2006.0,RFn,2,632,TA,TA,Y,1
1023,Detchd,1957.0,Unf,1,160,Fa,Fa,Y,1
1024,Attchd,2005.0,Fin,2,437,TA,TA,Y,1
1025,Attchd,1976.0,Fin,2,665,TA,TA,Y,1
1026,Detchd,1980.0,Unf,2,461,TA,TA,Y,1
1027,Attchd,1960.0,Unf,2,461,TA,TA,Y,1
1028,Attchd,2008.0,RFn,3,800,TA,TA,Y,1
1029,Attchd,1941.0,Unf,1,240,TA,TA,Y,1
1030,Detchd,1972.0,Unf,1,264,TA,TA,Y,1
1031,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1032,Basment,1970.0,Fin,2,672,TA,TA,Y,1
1033,Attchd,1993.0,RFn,3,796,TA,TA,Y,1
1034,Attchd,2002.0,Unf,3,900,TA,TA,Y,1
1035,Basment,1938.0,Unf,1,240,Fa,TA,Y,1
1036,Detchd,1957.0,Unf,1,290,TA,TA,N,1
1037,Attchd,2008.0,Fin,3,912,TA,TA,Y,1
1038,BuiltIn,2001.0,Fin,2,905,TA,TA,Y,1
1039,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1040,Attchd,1970.0,Unf,1,286,TA,TA,Y,1
1041,Attchd,1957.0,RFn,2,484,TA,TA,Y,1
1042,Attchd,1966.0,Unf,2,484,TA,TA,Y,1
1043,Attchd,2005.0,RFn,2,624,TA,TA,Y,1
1044,Attchd,1990.0,Unf,2,514,TA,TA,Y,1
1045,Attchd,1981.0,Fin,2,542,TA,TA,Y,1
1046,Attchd,1955.0,Unf,2,452,TA,TA,Y,1
1047,BuiltIn,2005.0,Fin,3,716,TA,TA,Y,1
1048,Detchd,1996.0,Unf,2,672,TA,TA,Y,1
1049,Attchd,1960.0,Unf,2,336,TA,TA,Y,1
1050,Detchd,1946.0,Unf,1,308,TA,TA,Y,1
1051,Attchd,2007.0,Fin,2,436,TA,TA,Y,1
1052,Attchd,2007.0,Fin,2,440,TA,TA,Y,1
1053,Attchd,1964.0,RFn,2,540,TA,TA,Y,1
1054,Basment,1957.0,Unf,1,364,TA,TA,Y,1
1055,Attchd,2002.0,Fin,2,586,TA,TA,Y,1
1056,Attchd,1976.0,Fin,2,478,TA,TA,Y,1
1057,Attchd,2005.0,RFn,2,484,TA,TA,Y,1
1058,BuiltIn,1994.0,Fin,2,467,TA,TA,Y,1
1059,Attchd,2008.0,Fin,3,836,TA,TA,Y,1
1060,Detchd,1977.0,Unf,2,432,TA,Fa,Y,1
1061,Attchd,2001.0,Fin,2,582,TA,TA,Y,1
1062,Detchd,1994.0,RFn,3,1248,TA,TA,Y,1
1063,Detchd,1945.0,Unf,2,560,TA,TA,Y,1
1064,Detchd,1976.0,Unf,2,440,TA,TA,Y,1
1065,Attchd,1966.0,RFn,2,480,TA,TA,Y,1
1066,Attchd,1996.0,RFn,2,533,TA,TA,Y,1
1067,Attchd,1993.0,RFn,2,380,TA,TA,Y,1
1068,Attchd,1964.0,RFn,2,442,TA,TA,Y,1
1069,Attchd,1973.0,Fin,2,576,TA,TA,Y,1
1070,Detchd,1985.0,Unf,2,576,TA,TA,Y,1
1071,Attchd,1956.0,Unf,1,286,TA,TA,Y,1
1072,Attchd,1968.0,Unf,2,441,TA,TA,Y,1
1073,Detchd,1954.0,Unf,1,280,TA,TA,P,1
1074,Attchd,1977.0,Fin,2,440,TA,TA,Y,1
1075,Attchd,2006.0,RFn,3,826,TA,TA,Y,1
1076,Attchd,1940.0,Unf,1,240,TA,TA,Y,1
1077,Attchd,1950.0,Unf,2,566,TA,TA,Y,1
1078,Attchd,1969.0,Fin,1,299,TA,TA,Y,1
1079,Attchd,2004.0,RFn,2,420,TA,TA,Y,1
1080,Attchd,1996.0,Unf,1,299,TA,TA,Y,1
1081,Attchd,1971.0,RFn,2,528,TA,TA,Y,1
1082,Attchd,1963.0,Fin,1,308,TA,TA,Y,1
1083,Attchd,2002.0,RFn,2,527,TA,TA,Y,1
1084,Attchd,1964.0,RFn,1,461,TA,TA,Y,1
1085,Attchd,1995.0,Fin,2,409,TA,TA,Y,1
1086,Attchd,1992.0,Unf,2,564,TA,TA,Y,1
1087,Attchd,1973.0,RFn,1,286,TA,TA,Y,1
1088,Attchd,2005.0,RFn,3,1043,TA,TA,Y,1
1089,Detchd,2004.0,Unf,2,380,TA,TA,Y,1
1090,Attchd,2005.0,Fin,2,550,TA,TA,Y,1
1091,Detchd,1987.0,Unf,2,400,TA,TA,Y,1
1092,Detchd,1999.0,Unf,2,462,TA,TA,Y,1
1093,Detchd,1925.0,Unf,2,576,TA,TA,Y,1
1094,Detchd,1977.0,Unf,2,884,TA,TA,Y,1
1095,Attchd,1956.0,Fin,1,308,TA,TA,Y,1
1096,Attchd,2006.0,RFn,2,440,TA,TA,Y,1
1097,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1098,Attchd,1987.0,RFn,2,461,TA,TA,Y,1
1099,Detchd,1936.0,Unf,1,240,TA,TA,Y,1
1100,Attchd,1978.0,RFn,2,478,TA,TA,Y,1
1101,Detchd,1930.0,Unf,1,246,TA,TA,N,1
1102,Detchd,1981.0,Unf,1,280,TA,TA,Y,1
1103,Attchd,1960.0,RFn,1,254,TA,TA,Y,1
1104,BuiltIn,1954.0,Fin,2,539,TA,TA,Y,1
1105,Detchd,1970.0,Unf,2,440,TA,TA,Y,1
1106,Attchd,1994.0,RFn,2,712,TA,TA,Y,1
1107,Attchd,1990.0,Fin,2,719,TA,TA,Y,1
1108,BuiltIn,2006.0,RFn,2,422,TA,TA,Y,1
1109,Attchd,2000.0,RFn,2,463,TA,TA,Y,1
1110,Attchd,2004.0,Fin,3,862,TA,TA,Y,1
1111,Attchd,1995.0,Fin,2,431,TA,TA,Y,1
1112,Attchd,1976.0,RFn,2,483,TA,TA,Y,1
1113,Detchd,1957.0,Unf,1,308,TA,TA,Y,1
1114,Attchd,1953.0,Unf,1,240,TA,TA,Y,1
1115,Detchd,1955.0,Unf,1,326,TA,TA,Y,1
1116,Attchd,2007.0,RFn,3,928,TA,TA,Y,1
1117,BuiltIn,2002.0,Fin,2,527,TA,TA,Y,1
1118,Attchd,1967.0,RFn,2,450,TA,TA,Y,1
1119,BuiltIn,1958.0,RFn,1,300,TA,TA,Y,1
1120,Attchd,1959.0,RFn,1,286,TA,TA,Y,1
1121,Detchd,1920.0,Unf,1,308,TA,TA,Y,1
1122,Attchd,2005.0,RFn,3,782,TA,TA,Y,1
1123,Basment,1956.0,Unf,1,288,TA,TA,Y,1
1124,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1125,Attchd,1992.0,Fin,2,392,TA,TA,Y,1
1126,Detchd,1977.0,Unf,2,672,Fa,Fa,Y,1
1127,Attchd,2007.0,Fin,3,660,TA,TA,Y,1
1128,Attchd,2004.0,Fin,3,630,TA,TA,Y,1
1129,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,1
1130,Detchd,1980.0,Unf,2,672,TA,TA,Y,1
1131,Detchd,1981.0,Unf,2,576,TA,TA,Y,1
1132,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1133,Detchd,1930.0,Unf,1,205,Fa,TA,N,1
1134,Attchd,1995.0,RFn,2,466,TA,TA,Y,1
1135,Attchd,1997.0,Fin,2,460,TA,TA,Y,1
1136,Detchd,1926.0,Unf,1,180,TA,TA,Y,1
1137,Attchd,1950.0,Unf,1,288,TA,TA,Y,1
1138,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1139,Attchd,1977.0,RFn,2,714,TA,TA,Y,1
1140,Detchd,1972.0,Unf,2,495,TA,TA,Y,1
1141,Detchd,1988.0,Unf,2,840,TA,TA,Y,1
1142,Attchd,1976.0,Unf,2,484,TA,TA,Y,1
1143,BuiltIn,2006.0,RFn,3,1052,TA,TA,Y,1
1144,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1145,Detchd,1941.0,Unf,1,280,TA,TA,Y,1
1146,Detchd,1928.0,Unf,1,225,TA,TA,Y,1
1147,Attchd,1985.0,Unf,2,403,TA,TA,Y,1
1148,Attchd,1941.0,Unf,1,234,TA,TA,Y,1
1149,Detchd,1982.0,Unf,1,288,TA,TA,Y,1
1150,Detchd,1930.0,Unf,2,324,TA,TA,Y,1
1151,Attchd,1950.0,Unf,1,306,TA,TA,Y,1
1152,Attchd,1959.0,Fin,2,528,TA,TA,Y,1
1153,Attchd,1956.0,Fin,2,470,TA,TA,Y,1
1154,Detchd,2002.0,Unf,1,432,TA,TA,Y,1
1155,Attchd,1965.0,Unf,2,492,TA,TA,Y,1
1156,Attchd,1976.0,RFn,2,528,TA,TA,Y,1
1157,Attchd,1965.0,RFn,2,502,TA,TA,Y,1
1158,Attchd,2008.0,RFn,2,626,TA,TA,Y,1
1159,Attchd,2008.0,RFn,3,830,TA,TA,Y,1
1160,Attchd,1974.0,RFn,2,540,Gd,TA,Y,1
1161,Attchd,1978.0,Unf,2,440,TA,TA,Y,1
1162,Detchd,1993.0,Unf,2,924,TA,TA,Y,1
1163,Attchd,1968.0,Fin,2,450,TA,TA,Y,1
1164,CarPort,1969.0,Unf,2,400,Fa,TA,Y,1
1165,Attchd,1978.0,Unf,2,588,TA,TA,Y,1
1166,Attchd,2009.0,RFn,2,644,TA,TA,Y,1
1167,Attchd,2008.0,RFn,3,776,TA,TA,Y,1
1168,Attchd,2000.0,Fin,2,472,TA,TA,Y,1
1169,Basment,1935.0,Unf,2,540,TA,TA,Y,1
1170,Attchd,1995.0,Fin,3,807,TA,TA,Y,1
1171,Attchd,1977.0,Fin,1,358,TA,TA,Y,1
1172,Attchd,1958.0,RFn,2,433,TA,TA,Y,1
1173,Detchd,2006.0,Fin,2,625,TA,TA,Y,1
1174,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1175,Detchd,1932.0,Unf,2,360,TA,TA,Y,1
1176,Attchd,1992.0,Fin,2,541,TA,TA,Y,1
1177,Attchd,1984.0,Unf,1,264,TA,TA,Y,1
1178,Detchd,1926.0,Unf,1,210,TA,TA,N,1
1179,Detchd,1921.0,Unf,1,186,Fa,TA,Y,1
1180,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1181,Attchd,1990.0,Fin,2,693,TA,TA,Y,1
1182,Attchd,2008.0,Fin,2,482,TA,TA,Y,1
1183,Attchd,1996.0,Fin,3,813,TA,TA,Y,1
1184,Detchd,1970.0,Unf,2,720,TA,TA,Y,1
1185,2Types,1963.0,RFn,3,995,TA,TA,Y,1
1186,Attchd,1965.0,Unf,1,392,TA,TA,Y,1
1187,CarPort,1920.0,Unf,2,420,Fa,Fa,Y,1
1188,Attchd,1994.0,RFn,3,757,TA,TA,Y,1
1189,Attchd,2002.0,RFn,2,493,TA,TA,Y,1
1190,Attchd,1999.0,Fin,2,442,TA,TA,Y,1
1191,2Types,1975.0,Fin,4,1356,TA,TA,Y,1
1192,Detchd,1999.0,Unf,2,492,TA,TA,Y,1
1193,Detchd,1925.0,Unf,1,250,TA,Fa,P,1
1194,Attchd,1999.0,Fin,2,402,TA,TA,Y,1
1195,Attchd,1969.0,Fin,1,299,TA,TA,Y,1
1196,Attchd,2005.0,Fin,2,400,TA,TA,Y,1
1197,BuiltIn,2006.0,Fin,3,660,TA,TA,Y,1
1198,Detchd,1916.0,Unf,1,225,TA,TA,Y,1
1199,Attchd,2001.0,RFn,2,573,TA,TA,Y,1
1200,Attchd,1974.0,Unf,2,459,TA,TA,Y,1
1201,Attchd,1972.0,Unf,1,280,TA,TA,Y,1
1202,Attchd,1998.0,RFn,2,546,TA,TA,Y,1
1203,Detchd,1960.0,Unf,1,216,TA,TA,N,1
1204,Attchd,2000.0,Unf,2,451,TA,TA,Y,1
1205,Attchd,1975.0,RFn,2,495,TA,TA,Y,1
1206,Attchd,1990.0,RFn,3,701,TA,TA,Y,1
1207,Detchd,1966.0,Unf,1,384,TA,TA,Y,1
1208,Attchd,2003.0,RFn,2,544,TA,TA,Y,1
1209,Detchd,1980.0,Unf,2,506,TA,TA,Y,1
1210,Attchd,2006.0,RFn,2,500,TA,TA,Y,1
1211,Attchd,1992.0,RFn,2,462,TA,TA,Y,1
1212,Basment,1988.0,RFn,2,492,TA,TA,Y,1
1213,Attchd,1941.0,Unf,1,234,TA,TA,N,1
1214,Attchd,1965.0,Unf,1,364,TA,TA,Y,1
1215,Attchd,1962.0,Unf,1,300,TA,TA,Y,1
1216,Detchd,1966.0,RFn,1,384,TA,TA,Y,1
1217,Attchd,1978.0,Unf,2,539,TA,TA,Y,1
1218,Attchd,2009.0,RFn,2,552,TA,TA,Y,1
1219,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1220,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1221,Attchd,1964.0,Unf,1,288,TA,TA,Y,1
1222,Attchd,1968.0,Unf,1,322,TA,TA,Y,1
1223,Attchd,1949.0,Unf,1,315,TA,TA,Y,1
1224,Detchd,1951.0,Unf,2,528,TA,TA,Y,1
1225,Attchd,2004.0,Fin,2,388,TA,TA,Y,1
1226,Attchd,1958.0,RFn,1,264,TA,TA,Y,1
1227,BuiltIn,2007.0,Fin,3,668,TA,TA,Y,1
1228,Detchd,1992.0,Unf,2,576,TA,TA,Y,1
1229,Attchd,2008.0,Fin,3,1052,TA,TA,Y,1
1230,Basment,1960.0,Unf,1,404,TA,TA,Y,1
1231,BuiltIn,1977.0,RFn,2,600,TA,TA,N,1
1232,Attchd,1962.0,Unf,2,540,TA,TA,Y,1
1233,CarPort,1962.0,Unf,2,462,TA,TA,Y,1
1234,Attchd,1959.0,RFn,2,531,TA,TA,Y,1
1235,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,N,0
1236,Detchd,1914.0,Unf,1,180,Fa,Fa,N,1
1237,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,1
1238,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,1
1239,Detchd,2005.0,Unf,2,484,TA,TA,Y,1
1240,Attchd,2006.0,RFn,2,472,TA,TA,Y,1
1241,Attchd,2003.0,RFn,2,543,TA,TA,Y,1
1242,Attchd,2007.0,RFn,3,954,TA,TA,Y,1
1243,Attchd,1974.0,RFn,2,528,TA,TA,Y,1
1244,Attchd,2006.0,Fin,3,850,TA,TA,Y,1
1245,Detchd,1931.0,Unf,2,400,TA,TA,Y,1
1246,BuiltIn,1984.0,Fin,2,477,TA,TA,Y,1
1247,Attchd,2005.0,RFn,2,615,TA,TA,Y,1
1248,Attchd,1976.0,Unf,3,888,TA,TA,Y,1
1249,Detchd,1950.0,Unf,2,396,Fa,Fa,P,1
1250,Attchd,1950.0,Unf,1,276,TA,TA,Y,1
1251,Attchd,1968.0,Fin,2,522,TA,TA,Y,1
1252,Attchd,2003.0,RFn,2,478,TA,TA,Y,1
1253,Attchd,1968.0,RFn,1,288,TA,TA,Y,1
1254,Attchd,1974.0,RFn,2,518,TA,TA,Y,1
1255,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,1
1256,Detchd,1978.0,Unf,1,560,TA,TA,Y,1
1257,Attchd,1994.0,Fin,2,691,TA,TA,Y,1
1258,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1259,Attchd,2005.0,Fin,2,400,TA,TA,Y,1
1260,Attchd,1969.0,Unf,2,460,TA,TA,Y,1
1261,BuiltIn,1999.0,Fin,2,502,TA,TA,Y,1
1262,Attchd,1956.0,Unf,1,338,TA,TA,Y,1
1263,Attchd,1957.0,Unf,1,304,TA,TA,Y,1
1264,Detchd,1940.0,Unf,2,520,TA,TA,N,1
1265,Attchd,1998.0,Fin,2,511,TA,TA,Y,1
1266,Detchd,1999.0,Unf,2,506,TA,TA,Y,1
1267,Detchd,1960.0,Unf,1,308,TA,TA,N,1
1268,Attchd,2009.0,Fin,3,746,TA,TA,Y,1
1269,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,1
1270,Attchd,1958.0,Unf,1,315,TA,TA,Y,1
1271,Attchd,1979.0,Fin,2,586,TA,TA,Y,1
1272,Attchd,1968.0,RFn,2,462,TA,TA,Y,1
1273,Attchd,1965.0,Unf,1,288,TA,TA,Y,1
1274,Basment,1959.0,RFn,1,312,TA,TA,Y,1
1275,Detchd,1985.0,Unf,2,552,TA,TA,Y,1
1276,Detchd,1948.0,Unf,2,400,TA,Fa,Y,1
1277,Attchd,1972.0,Unf,2,497,TA,TA,Y,1
1278,Attchd,1967.0,RFn,2,480,TA,TA,Y,1
1279,Attchd,2002.0,RFn,2,577,TA,TA,Y,1
1280,Detchd,1980.0,RFn,2,528,TA,TA,Y,1
1281,Attchd,2002.0,RFn,2,544,TA,TA,Y,1
1282,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,1
1283,Detchd,1977.0,Unf,2,484,TA,TA,Y,1
1284,No_Feature,0.0,No_Feature,0,0,No_Feature,No_Feature,Y,0
1285,Detchd,1969.0,Unf,1,336,TA,TA,Y,1
1286,Detchd,1939.0,Unf,1,280,TA,TA,Y,1
1287,Attchd,1963.0,Unf,2,528,TA,TA,Y,1
1288,Attchd,1964.0,Unf,2,390,TA,TA,N,1
1289,Attchd,2000.0,Fin,2,499,TA,TA,Y,1
1290,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,1
1291,Attchd,1964.0,RFn,2,484,TA,TA,Y,1
1292,Detchd,1972.0,Unf,1,264,TA,TA,Y,1
1293,Attchd,1985.0,RFn,1,432,TA,TA,Y,1
1294,Attchd,1976.0,RFn,2,528,TA,TA,Y,1
1295,Detchd,1957.0,Unf,2,572,TA,TA,N,1
1296,Attchd,1968.0,RFn,1,288,TA,TA,Y,1
1297,Attchd,1963.0,RFn,2,525,TA,TA,Y,1
1298,Basment,2005.0,Fin,2,525,TA,TA,Y,1
1299,Attchd,2008.0,Fin,2,1418,TA,TA,Y,1
1300,Attchd,1959.0,RFn,1,305,TA,TA,Y,1
1301,Attchd,1999.0,Fin,2,490,TA,TA,Y,1
1302,Attchd,1942.0,Unf,1,213,TA,TA,P,1
1303,Attchd,1994.0,RFn,3,844,TA,TA,Y,1
1304,Attchd,2005.0,RFn,3,834,TA,TA,Y,1
1305,Detchd,2004.0,Unf,2,380,TA,TA,Y,1
1306,Attchd,2006.0,Fin,2,840,TA,TA,Y,1
1307,Attchd,2005.0,RFn,2,474,TA,TA,Y,1
1308,Detchd,2000.0,Unf,2,480,TA,TA,Y,1
1309,Attchd,1948.0,Unf,2,528,TA,TA,Y,1
1310,Attchd,1991.0,RFn,2,496,TA,TA,Y,1
1311,Attchd,1959.0,Fin,2,567,TA,TA,Y,1
1312,Attchd,2005.0,RFn,2,508,TA,TA,Y,1
